Force of thrust(lbf),Chamber Pressure (psia),Contraction Ratio,O/F Ratio,L* (in),Convergent Half-Angle (deg),Chamber Diameter (in),Throat Diameter (in),Exit Diameter (in),Chamber Length (in),Expansion Ratio,Mass Flow Rate (lbm/s)
5000,500,4.5,2.1,45,45,6.336,2.987,6.904,9.928,5.342,19.884
