MR,Station,Temperature_K,Pressure_Pa,Density_kg_m3,Mach,Speed_of_Sound_m_s,Gamma,Cp_J_kgK,Molecular_Weight_kg_kmol,Thermal_Conductivity,Prandtl
2.1,Injector,3384.3893606812103,3447380.0,2.603354137945866,0.0,1204.4476246229735,1.0955190426523662,4487.511316196865,21.249983553032546,1099.409266412548,0.41800933495923814
2.1,Combustor,3383.8141836997484,3440666.422832574,2.598725906784299,0.05965783830565551,1204.3452723354828,1.0955190426523662,4487.511316196865,21.249983553032546,1099.409266412548,0.41800933495923814
2.1,Throat,3167.210709726595,2008839.5850995572,1.6377647851134285,1.0,1166.5120165483233,1.1093911700215981,3927.527269614797,21.469276702357547,913.4968635718121,0.41996223214904754
2.1,Exit,1081.7441440084674,110286.18544028487,0.269249200896309,2.7964704213755893,706.8502709015643,1.2197986964522973,2101.3828922900157,21.957962812955536,253.85525740175277,0.5857790301223297
2.2,Injector,3449.691913832482,3447380.0,2.6102243025920524,0.0,1195.080187453216,1.0813910334208565,5086.712822666357,21.717166794968307,1225.392739417921,0.4348564229321304
2.2,Combustor,3449.191842168892,3440746.2273439737,2.6055791716456373,0.05968760657301446,1194.9935641529178,1.0813910334208565,5086.712822666357,21.717166794968307,1225.392739417921,0.4348564229321304
2.2,Throat,3246.8527125222604,2022030.2097424937,1.645652291238989,1.0,1157.8958032035482,1.0911624158013673,4529.607239171233,21.970867862263223,1047.0537740135487,0.43424599024711713
2.2,Exit,1199.2641039088644,111224.62549337346,0.2526756264943417,2.781711011376555,727.9961292286729,1.203983511758978,2166.4478603222565,22.65225379553295,286.714943951727,0.5656013252409676
