segment,x,y,index
chamber_wall,-83.14551009032868,83.94353923438251,0
chamber_wall,-84.5075029176991,83.94353923438251,1
chamber_wall,-85.86949574506951,83.94353923438251,2
chamber_wall,-87.23148857243994,83.94353923438251,3
chamber_wall,-88.59348139981036,83.94353923438251,4
chamber_wall,-89.95547422718077,83.94353923438251,5
chamber_wall,-91.31746705455119,83.94353923438251,6
chamber_wall,-92.6794598819216,83.94353923438251,7
chamber_wall,-94.04145270929203,83.94353923438251,8
chamber_wall,-95.40344553666245,83.94353923438251,9
chamber_wall,-96.76543836403286,83.94353923438251,10
chamber_wall,-98.12743119140328,83.94353923438251,11
chamber_wall,-99.48942401877369,83.94353923438251,12
chamber_wall,-100.8514168461441,83.94353923438251,13
chamber_wall,-102.21340967351452,83.94353923438251,14
chamber_wall,-103.57540250088495,83.94353923438251,15
chamber_wall,-104.93739532825536,83.94353923438251,16
chamber_wall,-106.29938815562578,83.94353923438251,17
chamber_wall,-107.6613809829962,83.94353923438251,18
chamber_wall,-109.02337381036662,83.94353923438251,19
chamber_wall,-110.38536663773704,83.94353923438251,20
chamber_wall,-111.74735946510745,83.94353923438251,21
chamber_wall,-113.10935229247787,83.94353923438251,22
chamber_wall,-114.47134511984828,83.94353923438251,23
chamber_wall,-115.8333379472187,83.94353923438251,24
chamber_wall,-117.19533077458911,83.94353923438251,25
chamber_wall,-118.55732360195954,83.94353923438251,26
chamber_wall,-119.91931642932995,83.94353923438251,27
chamber_wall,-121.28130925670037,83.94353923438251,28
chamber_wall,-122.6433020840708,83.94353923438251,29
chamber_wall,-124.00529491144121,83.94353923438251,30
chamber_wall,-125.36728773881163,83.94353923438251,31
chamber_wall,-126.72928056618204,83.94353923438251,32
chamber_wall,-128.09127339355246,83.94353923438251,33
chamber_wall,-129.45326622092287,83.94353923438251,34
chamber_wall,-130.81525904829329,83.94353923438251,35
chamber_wall,-132.17725187566373,83.94353923438251,36
chamber_wall,-133.53924470303411,83.94353923438251,37
chamber_wall,-134.90123753040456,83.94353923438251,38
chamber_wall,-136.26323035777497,83.94353923438251,39
chamber_wall,-137.6252231851454,83.94353923438251,40
chamber_wall,-138.9872160125158,83.94353923438251,41
chamber_wall,-140.34920883988622,83.94353923438251,42
chamber_wall,-141.71120166725663,83.94353923438251,43
chamber_wall,-143.07319449462705,83.94353923438251,44
chamber_wall,-144.43518732199746,83.94353923438251,45
chamber_wall,-145.79718014936788,83.94353923438251,46
chamber_wall,-147.15917297673832,83.94353923438251,47
chamber_wall,-148.5211658041087,83.94353923438251,48
chamber_wall,-149.88315863147915,83.94353923438251,49
chamber_wall,-151.24515145884953,83.94353923438251,50
chamber_wall,-152.60714428621998,83.94353923438251,51
chamber_wall,-153.9691371135904,83.94353923438251,52
chamber_wall,-155.3311299409608,83.94353923438251,53
chamber_wall,-156.69312276833122,83.94353923438251,54
chamber_wall,-158.05511559570164,83.94353923438251,55
chamber_wall,-159.41710842307205,83.94353923438251,56
chamber_wall,-160.77910125044247,83.94353923438251,57
chamber_wall,-162.1410940778129,83.94353923438251,58
chamber_wall,-163.5030869051833,83.94353923438251,59
chamber_wall,-164.86507973255374,83.94353923438251,60
chamber_wall,-166.22707255992412,83.94353923438251,61
chamber_wall,-167.58906538729457,83.94353923438251,62
chamber_wall,-168.95105821466498,83.94353923438251,63
chamber_wall,-170.3130510420354,83.94353923438251,64
chamber_wall,-171.6750438694058,83.94353923438251,65
chamber_wall,-173.03703669677623,83.94353923438251,66
chamber_wall,-174.39902952414667,83.94353923438251,67
chamber_wall,-175.76102235151706,83.94353923438251,68
chamber_wall,-177.1230151788875,83.94353923438251,69
chamber_wall,-178.48500800625789,83.94353923438251,70
chamber_wall,-179.84700083362833,83.94353923438251,71
chamber_wall,-181.20899366099874,83.94353923438251,72
chamber_wall,-182.57098648836916,83.94353923438251,73
chamber_wall,-183.93297931573957,83.94353923438251,74
chamber_wall,-185.29497214311,83.94353923438251,75
chamber_wall,-186.6569649704804,83.94353923438251,76
chamber_wall,-188.01895779785082,83.94353923438251,77
chamber_wall,-189.38095062522126,83.94353923438251,78
chamber_wall,-190.74294345259165,83.94353923438251,79
chamber_wall,-192.1049362799621,83.94353923438251,80
chamber_wall,-193.46692910733248,83.94353923438251,81
chamber_wall,-194.82892193470292,83.94353923438251,82
chamber_wall,-196.19091476207333,83.94353923438251,83
chamber_wall,-197.55290758944375,83.94353923438251,84
chamber_wall,-198.91490041681416,83.94353923438251,85
chamber_wall,-200.27689324418458,83.94353923438251,86
chamber_wall,-201.638886071555,83.94353923438251,87
chamber_wall,-203.0008788989254,83.94353923438251,88
chamber_wall,-204.36287172629585,83.94353923438251,89
chamber_wall,-205.72486455366624,83.94353923438251,90
chamber_wall,-207.08685738103668,83.94353923438251,91
chamber_wall,-208.44885020840707,83.94353923438251,92
chamber_wall,-209.8108430357775,83.94353923438251,93
chamber_wall,-211.17283586314792,83.94353923438251,94
chamber_wall,-212.53482869051834,83.94353923438251,95
chamber_wall,-213.89682151788875,83.94353923438251,96
chamber_wall,-215.25881434525917,83.94353923438251,97
chamber_wall,-216.62080717262958,83.94353923438251,98
chamber_wall,-217.9828,83.94353923438251,99
convergent_arc,-60.71562217315672,74.65277545658148,0
convergent_arc,-60.894269504626166,74.83001111475582,1
convergent_arc,-61.07431726583622,75.00582394492727,2
convergent_arc,-61.255754125093326,75.18020288193676,3
convergent_arc,-61.43856866327807,75.35313695087041,4
convergent_arc,-61.6227493745638,75.52461526775022,5
convergent_arc,-61.808284667140875,75.69462704021902,6
convergent_arc,-61.99516286394612,75.86316156821985,7
convergent_arc,-62.183372203397816,76.0302082446693,8
convergent_arc,-62.372900840135905,76.19575655612505,9
convergent_arc,-62.56373684576753,76.35979608344763,10
convergent_arc,-62.75586820961771,76.52231650245616,11
convergent_arc,-62.94928283948537,76.68330758457816,12
convergent_arc,-63.143968562404275,76.84275919749314,13
convergent_arc,-63.33991312540924,77.0006613057705,14
convergent_arc,-63.53710419630725,77.1570039715011,15
convergent_arc,-63.73552936445364,77.31177735492253,16
convergent_arc,-63.935176141533184,77.4649717150387,17
convergent_arc,-64.13603196234607,77.61657741023262,18
convergent_arc,-64.33808418559866,77.76658489887345,19
convergent_arc,-64.54132009469924,77.91498473991683,20
convergent_arc,-64.74572689855825,78.06176759349924,21
convergent_arc,-64.9512917323933,78.20692422152572,22
convergent_arc,-65.15800165853892,78.35044548825132,23
convergent_arc,-65.3658436672608,78.49232236085604,24
convergent_arc,-65.5748046775746,78.63254591001339,25
convergent_arc,-65.78487153806913,78.77110731045241,26
convergent_arc,-65.99603102773419,78.90799784151295,27
convergent_arc,-66.20826985679261,79.04320888769468,28
convergent_arc,-66.42157466753667,79.17673193919924,29
convergent_arc,-66.63593203516876,79.30855859246589,30
convergent_arc,-66.8513284686464,79.4386805507003,31
convergent_arc,-67.06775041153121,79.56708962439689,32
convergent_arc,-67.28518424284218,79.69377773185406,33
convergent_arc,-67.50361627791294,79.81873689968296,34
convergent_arc,-67.72303276925301,79.94195926330929,35
convergent_arc,-67.94341990741302,80.06343706746827,36
convergent_arc,-68.16476382185387,80.18316266669271,37
convergent_arc,-68.38705058181966,80.30112852579421,38
convergent_arc,-68.61026619721451,80.4173272203374,39
convergent_arc,-68.83439661948302,80.53175143710723,40
convergent_arc,-69.05942774249442,80.64439397456923,41
convergent_arc,-69.28534540343041,80.75524774332274,42
convergent_arc,-69.51213538367654,80.86430576654715,43
convergent_arc,-69.73978340971703,80.97156118044086,44
convergent_arc,-69.96827515403317,81.07700723465351,45
convergent_arc,-70.19759623600501,81.18063729271057,46
convergent_arc,-70.42773222281645,81.2824448324312,47
convergent_arc,-70.65866863036361,81.38242344633866,48
convergent_arc,-70.89039092416638,81.48056684206364,49
convergent_arc,-71.12288452028325,81.57686884274014,50
convergent_arc,-71.35613478622909,81.67132338739438,51
convergent_arc,-71.59012704189615,81.76392453132624,52
convergent_arc,-71.82484656047797,81.85466644648326,53
convergent_arc,-72.06027856939619,81.94354342182768,54
convergent_arc,-72.2964082512304,82.03054986369565,55
convergent_arc,-72.53322074465059,82.1156802961494,56
convergent_arc,-72.77070114535255,82.19892936132183,57
convergent_arc,-73.0088345069959,82.28029181975378,58
convergent_arc,-73.24760584214471,82.35976255072373,59
convergent_arc,-73.48700012321088,82.43733655257009,60
convergent_arc,-73.72700228339983,82.51300894300601,61
convergent_arc,-73.96759721765879,82.58677495942663,62
convergent_arc,-74.2087697836275,82.65862995920892,63
convergent_arc,-74.45050480259121,82.72856942000368,64
convergent_arc,-74.69278706043596,82.79658894002037,65
convergent_arc,-74.93560130860612,82.86268423830404,66
convergent_arc,-75.17893226506413,82.92685115500475,67
convergent_arc,-75.42276461525228,82.98908565163944,68
convergent_arc,-75.66708301305654,83.04938381134605,69
convergent_arc,-75.91187208177249,83.10774183913003,70
convergent_arc,-76.15711641507289,83.16415606210327,71
convergent_arc,-76.40280057797764,83.21862292971514,72
convergent_arc,-76.64890910782482,83.27113901397607,73
convergent_arc,-76.8954265152442,83.32170100967318,74
convergent_arc,-77.1423372851319,83.37030573457844,75
convergent_arc,-77.38962587762691,83.41695012964877,76
convergent_arc,-77.6372767290892,83.46163125921876,77
convergent_arc,-77.88527425307913,83.50434631118532,78
convergent_arc,-78.13360284133856,83.54509259718463,79
convergent_arc,-78.38224686477297,83.58386755276149,80
convergent_arc,-78.6311906744354,83.62066873753054,81
convergent_arc,-78.8804186025111,83.65549383532999,82
convergent_arc,-79.12991496330375,83.68834065436732,83
convergent_arc,-79.37966405422264,83.71920712735721,84
convergent_arc,-79.62965015677094,83.74809131165176,85
convergent_arc,-79.87985753753497,83.77499138936261,86
convergent_arc,-80.13027044917445,83.79990566747546,87
convergent_arc,-80.38087313141355,83.82283257795658,88
convergent_arc,-80.63164981203286,83.84377067785144,89
convergent_arc,-80.88258470786198,83.86271864937567,90
convergent_arc,-81.13366202577285,83.87967529999787,91
convergent_arc,-81.38486596367386,83.89463956251473,92
convergent_arc,-81.63618071150424,83.90761049511818,93
convergent_arc,-81.88759045222915,83.91858728145462,94
convergent_arc,-82.13907936283522,83.92756923067637,95
convergent_arc,-82.3906316153263,83.93455577748512,96
convergent_arc,-82.64223137771971,83.93954648216749,97
convergent_arc,-82.89386281504262,83.94254103062272,98
convergent_arc,-83.14551009032868,83.94353923438251,99
convergent_diagonal,-39.03717335828761,52.97432664171238,0
convergent_diagonal,-39.25614758874083,53.1933008721656,1
convergent_diagonal,-39.47512181919406,53.41227510261883,2
convergent_diagonal,-39.69409604964728,53.63124933307205,3
convergent_diagonal,-39.913070280100506,53.850223563525276,4
convergent_diagonal,-40.132044510553726,54.069197793978496,5
convergent_diagonal,-40.35101874100695,54.288172024431724,6
convergent_diagonal,-40.569992971460174,54.507146254884944,7
convergent_diagonal,-40.788967201913394,54.726120485338164,8
convergent_diagonal,-41.00794143236662,54.94509471579139,9
convergent_diagonal,-41.22691566281984,55.16406894624461,10
convergent_diagonal,-41.44588989327307,55.38304317669784,11
convergent_diagonal,-41.66486412372629,55.60201740715106,12
convergent_diagonal,-41.88383835417952,55.82099163760429,13
convergent_diagonal,-42.10281258463274,56.03996586805751,14
convergent_diagonal,-42.32178681508596,56.25894009851073,15
convergent_diagonal,-42.540761045539185,56.477914328963955,16
convergent_diagonal,-42.759735275992405,56.696888559417175,17
convergent_diagonal,-42.97870950644563,56.9158627898704,18
convergent_diagonal,-43.19768373689885,57.13483702032362,19
convergent_diagonal,-43.41665796735208,57.35381125077685,20
convergent_diagonal,-43.6356321978053,57.57278548123007,21
convergent_diagonal,-43.85460642825852,57.79175971168329,22
convergent_diagonal,-44.07358065871175,58.01073394213652,23
convergent_diagonal,-44.29255488916497,58.22970817258974,24
convergent_diagonal,-44.511529119618196,58.448682403042966,25
convergent_diagonal,-44.730503350071416,58.667656633496186,26
convergent_diagonal,-44.94947758052464,58.886630863949414,27
convergent_diagonal,-45.168451810977864,59.105605094402634,28
convergent_diagonal,-45.387426041431084,59.324579324855854,29
convergent_diagonal,-45.60640027188431,59.54355355530908,30
convergent_diagonal,-45.82537450233753,59.7625277857623,31
convergent_diagonal,-46.04434873279076,59.98150201621553,32
convergent_diagonal,-46.26332296324398,60.20047624666875,33
convergent_diagonal,-46.48229719369721,60.41945047712198,34
convergent_diagonal,-46.70127142415043,60.6384247075752,35
convergent_diagonal,-46.92024565460365,60.85739893802842,36
convergent_diagonal,-47.139219885056875,61.076373168481645,37
convergent_diagonal,-47.358194115510095,61.295347398934865,38
convergent_diagonal,-47.577168345963315,61.514321629388085,39
convergent_diagonal,-47.79614257641654,61.73329585984131,40
convergent_diagonal,-48.01511680686977,61.95227009029454,41
convergent_diagonal,-48.23409103732299,62.17124432074776,42
convergent_diagonal,-48.45306526777621,62.39021855120098,43
convergent_diagonal,-48.67203949822944,62.60919278165421,44
convergent_diagonal,-48.89101372868266,62.82816701210743,45
convergent_diagonal,-49.10998795913588,63.04714124256065,46
convergent_diagonal,-49.328962189589106,63.266115473013876,47
convergent_diagonal,-49.54793642004233,63.485089703467104,48
convergent_diagonal,-49.766910650495554,63.704063933920324,49
convergent_diagonal,-49.985884880948774,63.923038164373544,50
convergent_diagonal,-50.204859111402,64.14201239482676,51
convergent_diagonal,-50.42383334185522,64.36098662527999,52
convergent_diagonal,-50.64280757230844,64.5799608557332,53
convergent_diagonal,-50.86178180276167,64.79893508618643,54
convergent_diagonal,-51.0807560332149,65.01790931663966,55
convergent_diagonal,-51.29973026366812,65.23688354709289,56
convergent_diagonal,-51.51870449412134,65.4558577775461,57
convergent_diagonal,-51.737678724574565,65.67483200799933,58
convergent_diagonal,-51.956652955027785,65.89380623845256,59
convergent_diagonal,-52.175627185481005,66.11278046890577,60
convergent_diagonal,-52.39460141593423,66.331754699359,61
convergent_diagonal,-52.61357564638746,66.55072892981222,62
convergent_diagonal,-52.83254987684068,66.76970316026545,63
convergent_diagonal,-53.0515241072939,66.98867739071866,64
convergent_diagonal,-53.27049833774713,67.20765162117189,65
convergent_diagonal,-53.48947256820035,67.42662585162512,66
convergent_diagonal,-53.70844679865357,67.64560008207833,67
convergent_diagonal,-53.927421029106796,67.86457431253156,68
convergent_diagonal,-54.14639525956002,68.08354854298479,69
convergent_diagonal,-54.365369490013244,68.30252277343801,70
convergent_diagonal,-54.584343720466464,68.52149700389123,71
convergent_diagonal,-54.80331795091969,68.74047123434445,72
convergent_diagonal,-55.02229218137291,68.95944546479768,73
convergent_diagonal,-55.24126641182613,69.1784196952509,74
convergent_diagonal,-55.46024064227936,69.39739392570412,75
convergent_diagonal,-55.67921487273259,69.61636815615735,76
convergent_diagonal,-55.89818910318581,69.83534238661058,77
convergent_diagonal,-56.11716333363903,70.05431661706379,78
convergent_diagonal,-56.336137564092255,70.27329084751702,79
convergent_diagonal,-56.555111794545475,70.49226507797025,80
convergent_diagonal,-56.774086024998695,70.71123930842346,81
convergent_diagonal,-56.99306025545192,70.93021353887669,82
