Mass Flow Rate (lbm/s),Turbine RPM (RPM),Torque (Nm),Horsepower (HP),Expected Horsepower (HP),Efficiency,Alpha2 (rad),Relative Velocity W1 (m/s)
0.1831756650148605,25000.0,0.48920170421480436,1.717520279889226,0.0,0.0,-0.9496448021837877,77.31398506615984
0.19548204044221548,25000.0,0.5364806859268474,1.8835103187695694,0.0,0.0,-0.9659383227526337,75.95227903440494
0.20778841586957045,25000.0,0.5836425732568219,2.0490892552883904,0.0,0.0,-0.9795654844054305,74.80179226203872
0.22009479129692539,25000.0,0.6304112399708982,2.2132876480019528,0.0,0.0,-0.990808265735528,73.84420206021933
0.23240116672428038,25000.0,0.6765347486286185,2.3752209790119707,0.0,0.0,-0.9999324318840412,73.06122566913436
0.24470754215163534,25000.0,0.7217839028537758,2.534084571186658,0.0,0.0,-1.0071803936423076,72.43539321614655
0.2570139175789903,25000.0,0.7659502484213562,2.6891465702503554,0.0,0.0,-1.0127664052951417,71.95066660777564
0.2693202930063453,25000.0,0.8088438514626156,2.839740144365406,0.0,0.0,-1.0168738629759093,71.59288209574304
0.2816266684337002,25000.0,0.8502911344437912,2.985255886549369,0.0,0.0,-1.0196544408861576,71.35001270391493
0.29393304386105523,25000.0,0.8901329853918298,3.125135176425132,0.0,0.0,-1.021228784476052,71.21226152010907
0.3062394192884102,25000.0,0.9282232856115393,3.258865011237184,0.0,0.0,-1.0216884703968232,71.1720071761857
0.31854579471576516,25000.0,0.9644279344992791,3.385974582105846,0.0,0.0,-1.0210989439597635,71.22362885169876
0.33085217014312013,25000.0,0.9986243917101322,3.506033666638829,0.0,0.0,-1.0195031554325737,71.36324063061
0.3431585455704751,25000.0,1.0307017086335926,3.6186527394380636,0.0,0.0,-1.0169256351262095,71.5883649850197
0.35546492099783006,25000.0,1.060560982989929,3.723484568125369,0.0,0.0,-1.0133767718719744,71.89757341774929
0.367771296425185,25000.0,1.0881161419401795,3.820226962734538,0.0,0.0,-1.0088570883044432,72.2901194983818
0.38007767185253993,25000.0,4.7069683206090085,16.525522044977077,0.0,0.0,0.921658628212022,6863.8153643860505
0.39238404727989495,25000.0,4.813444769161907,16.899346294043646,0.0,0.0,0.9214819291238172,6758.1897486017
0.4046904227072499,25000.0,4.916798961699831,17.26220872924382,0.0,0.0,0.9212985930611722,6652.028653629258
0.4169967981346049,25000.0,5.017056234827365,17.614198303931243,0.0,0.0,0.9211084324844492,6545.434718659757
0.42930317356195985,25000.0,5.11424675690408,17.955420935090526,0.0,0.0,0.9209112535859699,6438.508990521578
0.44160954898931476,25000.0,5.208405263244701,18.28599857366123,0.0,0.0,0.9207068558956683,6331.350604553211
0.45391592441666984,25000.0,5.299570777258158,18.606068225495246,0.0,0.0,0.9204950318592071,6224.056489450193
0.4662222998440247,25000.0,5.387786319132234,18.915780928588394,0.0,0.0,0.920275566381722,6116.721094773658
0.4785286752713798,25000.0,5.473098603738181,19.215300692464886,0.0,0.0,0.920048236330275,6009.4361402064005
0.49083505069873473,25000.0,5.555557729497401,19.50480340583076,0.0,0.0,0.9198128099879482,5902.290385951848
0.5031414261260897,25000.0,5.635216860016716,19.784475718838877,0.0,0.0,0.9195690464522728,5795.369423904285
0.5154478015534446,25000.0,5.712131900353034,20.05451390649842,0.0,0.0,0.9193166949703874,5688.755489387141
0.5277541769807995,25000.0,5.7863611698114505,20.31512271991378,0.0,0.0,0.9190554942029565,5582.527293367867
0.5400605524081546,25000.0,5.857965073208952,20.566514232136388,0.0,0.0,0.9187851714084392,5476.759875122435
0.5523669278355097,25000.0,5.927005772546525,20.80890668545039,0.0,0.0,0.9185054415387953,5371.524475346083
0.5646733032628646,25000.0,5.993546861025748,21.042523346889464,0.0,0.0,0.9182160062371391,5266.888429696842
0.5769796786902195,25000.0,6.057653041319194,21.26759137868823,0.0,0.0,0.9179165527271834,5162.915082720216
0.5892860541175745,25000.0,6.119389809958509,21.48434073021194,0.0,0.0,0.9176067525835737,5059.663722043291
0.6015924295449294,25000.0,6.178823149639898,21.69300305768312,0.0,0.0,0.9172862603713503,4957.189532649299
0.6138988049722843,25000.0,6.236019231164347,21.89381067773447,0.0,0.0,0.9169547121418167,4855.543570954337
0.6262051803996395,25000.0,6.291044126631936,22.086995560473298,0.0,0.0,0.9166117237709821,4754.772758310857
0.6385115558269944,25000.0,6.343963535395878,22.272788367343626,0.0,0.0,0.9162568891254981,4654.919893461598
0.6508179312543493,25000.0,6.394842524156353,22.451417538631226,0.0,0.0,0.9158897780395708,4556.023683366655
0.6631243066817043,25000.0,6.44374528244152,22.623108434990847,0.0,0.0,0.9155099340847156,4458.118791732295
0.6754306821090592,25000.0,6.490734894553765,22.788082536780717,0.0,0.0,0.9151168721122069,4361.235904444652
0.6877370575364141,25000.0,6.535873128992525,22.94655670475484,0.0,0.0,0.9147100755463655,4265.401811137929
0.7000434329637694,25000.0,6.579220246054236,23.098742504572762,0.0,0.0,0.9142889934035047,4170.639501838164
0.712349808391124,25000.0,6.6208348243411965,23.2448455976959,0.0,0.0,0.9138530370094875,4076.968277810127
0.724656183818479,25000.0,6.66077360662363,23.38506520023032,0.0,0.0,0.9134015763848349,3984.403875498878
0.7369625592458342,25000.0,6.6990913654077735,23.519593610954686,0.0,0.0,0.9129339362628273,3892.958602496114
0.7492689346731891,25000.0,6.7358407884075495,23.64861580922697,0.0,0.0,0.9124493917015709,3802.6414844174274
0.7615753101005441,25000.0,6.771072383979137,23.772309122978157,0.0,0.0,0.9119471632459082,3713.4584215616646
0.7738816855278989,25000.0,6.804834406449671,23.890842966551514,0.0,0.0,0.9114264115891249,3625.4123542201887
0.7861880609552541,25000.0,6.83717280115079,24.00437864772291,0.0,0.0,0.910886231677553,3538.5034355134794
0.7984944363826089,25000.0,6.868131168856606,24.113069242847363,0.0,0.0,0.9103256461931553,3452.729210649083
0.8108008118099638,25000.0,6.897750749219015,24.21705953870273,0.0,0.0,0.9097435983398352,3368.0848015175425
0.8231071872373189,25000.0,6.926070422731366,24.316486039383825,0.0,0.0,0.9091389438485651,3284.563095610956
0.8354135626646739,25000.0,6.953126730609504,24.41147703610207,0.0,0.0,0.9085104421032631,3202.154938222767
0.8477199380920288,25000.0,6.978953911988125,24.502152737776814,0.0,0.0,0.9078567462750989,3120.849327027323
0.8600263135193837,25000.0,7.003583957704421,24.58862545986235,0.0,0.0,0.9071763923349782,3040.633608118371
0.8723326889467388,25000.0,7.0270466799199305,24.670999868780704,0.0,0.0,0.9064677867937111,2961.49367268055
0.8846390643740938,25000.0,7.049369796777471,24.74937327914055,0.0,0.0,0.9057291929951509,2883.414153517316
0.8969454398014488,25000.0,7.070579031245527,24.823836000766345,0.0,0.0,0.9049587157590178,2806.3786207163334
0.9092518152288037,25000.0,7.090698223287908,24.894471732510652,0.0,0.0,0.904154284136526,2730.3697758139388
0.9215581906561586,25000.0,7.109749454420564,24.961357999556093,0.0,0.0,0.9033136320013582,2655.3696438363468
0.9338645660835136,25000.0,7.127753183744202,25.024566631007232,0.0,0.0,0.9024342761512778,2581.359762711319
0.9461709415108686,25000.0,7.144728394462915,25.084164274297496,0.0,0.0,0.9015134915380345,2508.321369550663
0.9584773169382235,25000.0,7.160692749889362,25.140212942901975,0.0,0.0,0.9005482831749162,2436.23558338082
0.9707836923655786,25000.0,7.175662757891983,25.19277059368914,0.0,0.0,0.8995353541887439,2365.083583939163
0.9830900677929335,25000.0,7.1896539426948936,25.241891730086742,0.0,0.0,0.8984710693834791,2294.8467861982463
0.9953964432202884,25000.0,7.202681022885252,25.28762802704138,0.0,0.0,0.8973514135618107,2225.507010318781
1.0077028186476433,25000.0,7.214758094413221,25.330028973506302,0.0,0.0,0.8961719437039908,2157.0466467650467
1.0200091940749985,25000.0,7.225898817287549,25.369142527904064,0.0,0.0,0.8949277339234312,2089.448816348201
1.0323155695023534,25000.0,7.236116604554115,25.405015781604373,0.0,0.0,0.8936133118976215,2022.697524978883
1.0446219449297083,25000.0,7.24542481202255,25.43769562502829,0.0,0.0,0.8922225852006481,1956.7778129382214
1.0569283203570634,25000.0,7.2538369270309175,25.46722941037522,0.0,0.0,0.8907487556256993,1891.6758984812307
1.0692346957844183,25000.0,7.261366754337,25.493665604261786,0.0,0.0,0.8891842191651533,1827.3793155990293
1.0815410712117732,25000.0,7.268028596968317,25.517054422661513,0.0,0.0,0.8875204487886096,1763.8770457687988
1.0938474466391281,25000.0,7.2738374295464885,25.53744843942297,0.0,0.0,0.8857478564951101,1701.159643520471
1.106153822066483,25000.0,7.278809061209144,25.554903158266303,0.0,0.0,0.8838556302743131,1639.2193556458224
1.1184601974938382,25000.0,7.2829602847646395,25.56947753644506,0.0,0.0,0.8818315405385773,1578.0502338698147
1.130766572921193,25000.0,7.286309008107273,25.581234446127013,0.0,0.0,0.8796617092113754,1517.6482407971039
1.143072948348548,25000.0,7.2888743631597555,25.590241056876312,0.0,0.0,0.8773303328791028,1458.0113489397563
1.1553793237759031,25000.0,7.290676786653913,25.596569119263442,0.0,0.0,0.8748193490993782,1399.1396326272536
1.167685699203258,25000.0,7.291738065851405,25.600295125384466,0.0,0.0,0.8721080319252166,1341.0353525994915
1.1799920746306132,25000.0,7.292081340767837,25.60150031666951,0.0,0.0,0.8691724986951458,1283.703033090454
1.1922984500579679,25000.0,7.29173105249096,25.600270502435098,0.0,0.0,0.8659851047958457,1227.1495312290199
1.2046048254853228,25000.0,7.290712824635052,25.59669564368664,0.0,0.0,0.8625136959181782,1171.38409861961
1.2169112009126777,25000.0,7.289053261651726,25.590869145015322,0.0,0.0,0.8587206775724078,1116.4184350265543
1.2292175763400328,25000.0,7.286779643348383,25.582886782094107,0.0,0.0,0.8545618482513426,1062.2667341830274
1.2415239517673877,25000.0,7.283919489163113,25.572845171906554,0.0,0.0,0.8499849240891207,1008.9457218925581
1.2538303271947426,25000.0,7.28049995795986,25.560839665509697,0.0,0.0,0.84492765687138,956.4746868095119
1.2661367026220978,25000.0,7.276547038548031,25.54696150605913,0.0,0.0,0.8393154103723208,904.8755046038247
1.2784430780494525,25000.0,7.272084471644917,25.531294043966454,0.0,0.0,0.8330580069874985,854.1726566776783
1.2907494534768076,25000.0,7.267132323886309,25.51390773044559,0.0,0.0,0.8260455793979405,804.3932452703676
1.3030558289041627,25000.0,7.2617051062073665,25.494853511405374,0.0,0.0,0.8181430478227878,755.5670077553897
1.3153622043315176,25000.0,7.255809288604985,25.474154102120057,0.0,0.0,0.8091826720043397,707.7263343420732
1.3276685797588728,25000.0,7.24944000501181,25.451792418492637,0.0,0.0,0.7989538655211665,660.9062954586358
1.3399749551862272,25000.0,7.242576656455243,25.427696140347468,0.0,0.0,0.7871890541128242,615.1446881521483
1.3522813306135826,25000.0,7.235176993017298,25.401716934000618,0.0,0.0,0.7735437186067534,570.4821154294837
1.3645877060409377,25000.0,7.22716906128565,25.373602180861834,0.0,0.0,0.757567732489918,526.9621194508688
1.3768940814682924,25000.0,7.218440104148053,25.342956006130752,0.0,0.0,0.7386634193223325,484.6314003089292
1.3892004568956475,25000.0,7.208821026559885,25.3091847402313,0.0,0.0,0.71602296025084,443.540169203302
1.4015068323230024,25000.0,7.198064277864491,25.271419266663163,0.0,0.0,0.6885331040487077,403.74271233334656
0.1831756650148605,26020.408163265307,0.49498058310245874,1.8087401183740455,0.0,0.0,-0.9324836369426951,81.94642916752525
0.19548204044221548,26020.408163265307,0.5428791000309852,1.983769144030413,0.0,0.0,-0.9490918310979398,80.51749267131594
0.20778841586957045,26020.408163265307,0.590681492808851,2.158446916297093,0.0,0.0,-0.9630812813868957,79.30200442259479
0.22009479129692539,26020.408163265307,0.6381035189479927,2.331734766569582,0.0,0.0,-0.9747046531016679,78.28336321277646
0.23240116672428038,26020.408163265307,0.6848842213559652,2.50267911489264,0.0,0.0,-0.9842021761876861,77.44486401114882
0.24470754215163534,26020.408163265307,0.7307849538619947,2.670407909072888,0.0,0.0,-0.9917948799625157,76.77039717789447
0.2570139175789903,26020.408163265307,0.7755878564759109,2.834125053025222,0.0,0.0,-0.9976799775629945,76.24501459469847
0.2693202930063453,26020.408163265307,0.8190940720656649,2.9931038902203966,0.0,0.0,-1.0020281823716446,75.85534146673847
0.2816266684337002,26020.408163265307,0.8611219597332762,3.146680675068119,0.0,0.0,-1.004982715626557,75.58982837417592
0.29393304386105523,26020.408163265307,0.901505505958082,3.2942487669742597,0.0,0.0,-1.006659748385397,75.43885138633088
0.3062394192884102,26020.408163265307,0.940093073104954,3.4352540571849115,0.0,0.0,-1.0071500130101005,75.39467777198008
0.31854579471576516,26020.408163265307,0.9767465641706771,3.5691919166328545,0.0,0.0,-1.0065213200480072,75.4513209673418
0.33085217014312013,26020.408163265307,1.0113410277301242,3.695605752346181,0.0,0.0,-1.004821725499765,75.60431146049659
0.3431585455704751,26020.408163265307,1.0437646805706446,3.8140870901580577,0.0,0.0,-1.0020831098577658,75.85041080232003
0.35546492099783006,26020.408163265307,1.073919288511011,3.9242769662815244,0.0,0.0,-0.9983249524489455,76.1872947380274
0.367771296425185,26020.408163265307,1.1017208186446001,4.025868310712905,0.0,0.0,-0.9935581109559345,76.61322902208005
0.38007767185253993,26020.408163265307,4.779244460149035,17.464142000089552,0.0,0.0,0.9211894783772535,6859.435101769886
0.39238404727989495,26020.408163265307,4.888058222189057,17.861765308057283,0.0,0.0,0.9210051014796502,6753.809903811952
0.4046904227072499,26020.408163265307,4.993749436112716,18.24797831379816,0.0,0.0,0.9208137915309659,6647.649242267735
0.4169967981346049,26020.408163265307,5.096343425209614,18.622873552759845,0.0,0.0,0.9206153519737972,6541.055756761314
0.42930317356195985,26020.408163265307,5.195870344043156,18.986561214655712,0.0,0.0,0.9204095796446148,6434.130494568148
0.44160954898931476,26020.408163265307,5.2923649136286635,19.33916817576233,0.0,0.0,0.9201962643577485,6326.972591488719
0.45391592441666984,26020.408163265307,5.38586614254888,19.680836979829873,0.0,0.0,0.919975188460282,6219.678976696402
0.4662222998440247,26020.408163265307,5.47641703561303,20.011724773474548,0.0,0.0,0.9197461263506842,6112.344100247035
