Force of thrust(lbf),Chamber Pressure (psia),Contraction Ratio,O/F Ratio,L* (in),Convergent Half-Angle (deg),Chamber Diameter (in),Throat Diameter (in),Exit Diameter (in),Chamber Length (in),Expansion Ratio,Mass Flow Rate (lbm/s)
5000,1000,6.6,2.1,45,45,5.189,2.025,6.447,6.807,10.138,20.0
