Force of thrust(lbf),Chamber Pressure (psia),Contraction Ratio,O/F Ratio,L* (in),Convergent Half-Angle (deg),Chamber Diameter (in),Throat Diameter (in),Exit Diameter (in),Chamber Length (in),Expansion Ratio,Mass Flow Rate (lbm/s)
5000,500,4.0,2.1,50,45,5.974,2.987,6.904,12.427,5.342,19.884
