MR,Station,Temperature_K,Pressure_Pa,Density_kg_m3,Mach,Speed_of_Sound_m_s,Gamma,Cp_J_kgK,Molecular_Weight_kg_kmol,Thermal_Conductivity,Viscosity_Pa_s,Prandtl
1.5,Injector,2519.6348728112425,3447380.0,2.9108967924216693,0.0,1212.222567098242,1.2408016982646874,2421.963385882464,17.689251042413776,405.7313069090241,7.767518952377983e-05,0.46336244889385425
1.5,Combustor,2509.6096979279287,3377283.1410345794,2.8631002077308567,0.18214955383797696,1209.8085554752383,1.2408016982646874,2421.963385882464,17.689251042413776,405.7313069090241,7.767518952377983e-05,0.46336244889385425
1.5,Throat,2234.538982904159,1907687.8686877927,1.8181821259740876,1.0,1149.0309752183293,1.2583270681512115,2287.2077937871813,17.70729353668832,326.81254434310097,7.133631591321308e-05,0.49891555154481776
1.5,Exit,524.2456094365426,79591.36369909525,0.3237273610034493,3.006788725428652,556.2425909392972,1.2584673125874468,2283.4318234766342,17.72892684827034,190.4856422790948,4.4952956124096e-05,0.5385096863859182
