MR,Station,Temperature_K,Pressure_Pa,Density_kg_m3,Mach,Speed_of_Sound_m_s,Gamma,Cp_J_kgK,Molecular_Weight_kg_kmol,Thermal_Conductivity,Viscosity_Pa_s,Prandtl
2.1,Injector,3384.3893606812103,3447380.0,2.603354137945866,0.0,1204.4476246229735,1.0955190426523662,4487.511316196865,21.249983553032546,1099.409266412548,0.0001024779328816613,0.41800933495923814
2.1,Combustor,3378.934467632672,3384187.7073464156,2.559759054198364,0.18385407189477462,1203.476580541861,1.0955190426523662,4487.511316196865,21.249983553032546,1099.409266412548,0.0001024779328816613,0.41800933495923814
2.1,Throat,3167.210709726595,2008839.5850995572,1.6377647851134285,1.0,1166.5120165483233,1.1093911700215981,3927.527269614797,21.469276702357547,913.4968635718121,9.774366660999957e-05,0.41996223214904754
2.1,Exit,998.3212907749418,90821.0843125762,0.24029376521396772,2.9048137235943665,679.9344158676313,1.2231785828844488,2074.9670256437935,21.96141597995805,239.90737047788963,6.899016904436352e-05,0.596299270872469
