segment,x_mm,y_mm,index
chamber_wall,-227.73136144106587,51.62624134928403,0
chamber_wall,-225.9195065421926,51.62624134928403,1
chamber_wall,-224.10765164331931,51.62624134928403,2
chamber_wall,-222.29579674444605,51.62624134928403,3
chamber_wall,-220.4839418455728,51.62624134928403,4
chamber_wall,-218.6720869466995,51.62624134928403,5
chamber_wall,-216.86023204782623,51.62624134928403,6
chamber_wall,-215.04837714895297,51.62624134928403,7
chamber_wall,-213.23652225007967,51.62624134928403,8
chamber_wall,-211.4246673512064,51.62624134928403,9
chamber_wall,-209.61281245233315,51.62624134928403,10
chamber_wall,-207.80095755345985,51.62624134928403,11
chamber_wall,-205.9891026545866,51.62624134928403,12
chamber_wall,-204.17724775571332,51.62624134928403,13
chamber_wall,-202.36539285684003,51.62624134928403,14
chamber_wall,-200.55353795796677,51.62624134928403,15
chamber_wall,-198.7416830590935,51.62624134928403,16
chamber_wall,-196.9298281602202,51.62624134928403,17
chamber_wall,-195.11797326134695,51.62624134928403,18
chamber_wall,-193.30611836247368,51.62624134928403,19
chamber_wall,-191.4942634636004,51.62624134928403,20
chamber_wall,-189.68240856472713,51.62624134928403,21
chamber_wall,-187.87055366585383,51.62624134928403,22
chamber_wall,-186.05869876698057,51.62624134928403,23
chamber_wall,-184.2468438681073,51.62624134928403,24
chamber_wall,-182.434988969234,51.62624134928403,25
chamber_wall,-180.62313407036075,51.62624134928403,26
chamber_wall,-178.81127917148748,51.62624134928403,27
chamber_wall,-176.9994242726142,51.62624134928403,28
chamber_wall,-175.18756937374093,51.62624134928403,29
chamber_wall,-173.37571447486766,51.62624134928403,30
chamber_wall,-171.5638595759944,51.62624134928403,31
chamber_wall,-169.7520046771211,51.62624134928403,32
chamber_wall,-167.94014977824781,51.62624134928403,33
chamber_wall,-166.12829487937455,51.62624134928403,34
chamber_wall,-164.3164399805013,51.62624134928403,35
chamber_wall,-162.50458508162802,51.62624134928403,36
chamber_wall,-160.69273018275476,51.62624134928403,37
chamber_wall,-158.88087528388147,51.62624134928403,38
chamber_wall,-157.06902038500817,51.62624134928403,39
chamber_wall,-155.2571654861349,51.62624134928403,40
chamber_wall,-153.44531058726164,51.62624134928403,41
chamber_wall,-151.63345568838838,51.62624134928403,42
chamber_wall,-149.8216007895151,51.62624134928403,43
chamber_wall,-148.00974589064182,51.62624134928403,44
chamber_wall,-146.19789099176853,51.62624134928403,45
chamber_wall,-144.38603609289527,51.62624134928403,46
chamber_wall,-142.574181194022,51.62624134928403,47
chamber_wall,-140.76232629514874,51.62624134928403,48
chamber_wall,-138.95047139627545,51.62624134928403,49
chamber_wall,-137.13861649740218,51.62624134928403,50
chamber_wall,-135.3267615985289,51.62624134928403,51
chamber_wall,-133.51490669965563,51.62624134928403,52
