x, y
1077.0833333333333, 1024.0963855421687
1005.0595238095237, 1295.1807228915663
890.4761904761905, 1641.566265060241
690.7738095238095, 2033.132530120482
513.9880952380952, 2228.9156626506024
275, 2394.5783132530123
140.77380952380952, 2439.759036144578
402.67857142857144, 2319.277108433735
605.6547619047619, 2138.55421686747
811.9047619047619, 1837.3493975903616
952.6785714285714, 1490.9638554216867
749.702380952381, 1942.7710843373493
