F_lbf,pc_psi,D_chamber_in,t_chamber_in,Lc_m,ac_at,ae_at,mdot_kg/s,Dt_in,De_in,C_star_ms,Cf,Isp_s,T_chamber_K,sigma_vM_MPa,total_length_mm
1800,420,4.313,0.625,0.248255754,4.232502035,3.698283945,4.733445281,2.096432435,4.031633047,1362.416729,1.241571093,172.4887936,2174.169162,9.271869598,334.9616607
1800,420,4.063,0.75,0.276375006,3.756054662,3.689963683,4.733445281,2.096432435,4.027095384,1362.416729,1.241571093,172.4887936,2174.169162,7.278693519,361.7241519
1800,420,3.826,0.337,0.308675646,3.330643813,3.679388183,4.733445281,2.096432435,4.021320381,1362.416729,1.241571093,172.4887936,2174.169162,15.25397179,392.6796294
1900,420,4.026,0.237,0.295559195,3.493853611,3.683898527,4.996414463,2.153879577,4.134045458,1362.416729,1.241571093,172.4887936,2174.169162,22.82408094,382.4136986
1900,420,4.813,0.375,0.215489649,4.993314111,3.706968978,4.996414463,2.153879577,4.146970005,1362.416729,1.241571093,172.4887936,2174.169162,17.24457391,306.5608166
1900,420,4.563,0.5,0.236124469,4.488054282,3.70167463,4.996414463,2.153879577,4.144007565,1362.416729,1.241571093,172.4887936,2174.169162,12.26163372,325.9019066
1900,420,4.313,0.625,0.260829254,4.00973877,3.694807369,4.996414463,2.153879577,4.140161847,1362.416729,1.241571093,172.4887936,2174.169162,9.271869598,349.277618
1900,420,4.063,0.75,0.290635973,3.558367574,3.68551453,4.996414463,2.153879577,4.134952092,1362.416729,1.241571093,172.4887936,2174.169162,7.278693519,377.7006826
1900,420,4.897,0.864,0.209327136,5.169129012,3.708473708,4.996414463,2.153879577,4.147811587,1362.416729,1.241571093,172.4887936,2174.169162,7.615251235,300.8268423
1900,420,3.826,0.337,0.3248513,3.15534677,3.673754361,4.996414463,2.153879577,4.128349678,1362.416729,1.241571093,172.4887936,2174.169162,15.25397179,410.5377389
2000,420,4.026,0.237,0.310121345,3.319160931,3.679045889,5.259383646,2.209833819,4.238646693,1362.416729,1.241571093,172.4887936,2174.169162,22.82408094,398.6287203
2000,420,5.047,0.258,0.208173317,5.216117648,3.708851663,5.259383646,2.209833819,4.255781747,1362.416729,1.241571093,172.4887936,2174.169162,26.28339567,302.1658139
2000,420,4.813,0.375,0.225465484,4.743648406,3.704554023,5.259383646,2.209833819,4.253315335,1362.416729,1.241571093,172.4887936,2174.169162,17.24457391,318.2593117
2000,420,4.563,0.5,0.247303372,4.263651568,3.698728733,5.259383646,2.209833819,4.249969919,1362.416729,1.241571093,172.4887936,2174.169162,12.26163372,338.7881455
2000,420,4.313,0.625,0.273426439,3.809251831,3.691045424,5.259383646,2.209833819,4.245553428,1362.416729,1.241571093,172.4887936,2174.169162,9.271869598,363.5593003
2000,420,4.063,0.75,0.304921224,3.380449196,3.680833177,5.259383646,2.209833819,4.23967614,1362.416729,1.241571093,172.4887936,2174.169162,7.278693519,393.64372
2000,420,4.897,0.864,0.218939498,4.910672561,3.706208248,5.259383646,2.209833819,4.254264862,1362.416729,1.241571093,172.4887936,2174.169162,7.615251235,312.166184
2000,420,3.826,0.337,0.341051919,2.997579432,3.667828951,5.259383646,2.209833819,4.232180216,1362.416729,1.241571093,172.4887936,2174.169162,15.25397179,428.3603903
2100,420,4.026,0.237,0.324706335,3.161105648,3.673954255,5.522352828,2.264405834,4.340313877,1362.416729,1.241571093,172.4887936,2174.169162,22.82408094,414.8117418
2100,420,5.047,0.258,0.217202104,4.967731093,3.706737328,5.522352828,2.264405834,4.359635406,1362.416729,1.241571093,172.4887936,2174.169162,26.28339567,312.8801229
2100,420,4.813,0.375,0.235462571,4.517760386,3.702033394,5.522352828,2.264405834,4.356868289,1362.416729,1.241571093,172.4887936,2174.169162,17.24457391,329.9298885
2100,420,4.563,0.5,0.258503944,4.060620541,3.695650221,5.522352828,2.264405834,4.353110538,1362.416729,1.241571093,172.4887936,2174.169162,12.26163372,351.6457075
2100,420,4.313,0.625,0.286045784,3.627858887,3.687160709,5.522352828,2.264405834,4.34810776,1362.416729,1.241571093,172.4887936,2174.169162,9.271869598,377.8121759
2100,420,4.063,0.75,0.31922922,3.219475425,3.67592085,5.522352828,2.264405834,4.341475364,1362.416729,1.241571093,172.4887936,2174.169162,7.278693519,409.5550306
2100,420,5.189,0.719,0.207433615,5.251203043,3.709127641,5.522352828,2.264405834,4.361040849,1362.416729,1.241571093,172.4887936,2174.169162,9.696670863,303.8353802
2100,420,4.897,0.864,0.228572986,4.676831011,3.703844597,5.522352828,2.264405834,4.357933948,1362.416729,1.241571093,172.4887936,2174.169162,7.615251235,323.4778091
2100,420,3.826,0.337,0.357275944,2.854837554,3.661613905,5.522352828,2.264405834,4.333018463,1362.416729,1.241571093,172.4887936,2174.169162,15.25397179,446.1492781
2200,420,4.026,0.237,0.339312797,3.017419028,3.668624724,5.78532201,2.317693262,4.439229548,1362.416729,1.241571093,172.4887936,2174.169162,22.82408094,430.9642804
2200,420,5.047,0.258,0.226250487,4.741925134,3.704536085,5.78532201,2.317693262,4.460903957,1362.416729,1.241571093,172.4887936,2174.169162,26.28339567,323.5687318
2200,420,4.813,0.375,0.245479581,4.312407641,3.699406432,5.78532201,2.317693262,4.457814391,1362.416729,1.241571093,172.4887936,2174.169162,17.24457391,341.5742218
2200,420,4.563,0.5,0.269724845,3.87604688,3.692341708,5.78532201,2.317693262,4.453555832,1362.416729,1.241571093,172.4887936,2174.169162,12.26163372,364.4738923
2200,420,4.313,0.625,0.298685938,3.46295621,3.683092781,5.78532201,2.317693262,4.447974491,1362.416729,1.241571093,172.4887936,2174.169162,9.271869598,392.0364622
2200,420,4.063,0.75,0.333558594,3.073135632,3.670778906,5.78532201,2.317693262,4.440532694,1362.416729,1.241571093,172.4887936,2174.169162,7.278693519,425.4361497
2200,420,5.189,0.719,0.215957014,5.012511996,3.707140607,5.78532201,2.317693262,4.462471829,1362.416729,1.241571093,172.4887936,2174.169162,9.696670863,314.0055036
2200,420,4.897,0.864,0.238226275,4.464247783,3.70138216,5.78532201,2.317693262,4.459004616,1362.416729,1.241571093,172.4887936,2174.169162,7.615251235,334.7634057
2200,420,3.826,0.337,0.373521995,2.725072211,3.655111103,5.78532201,2.317693262,4.431045908,1362.416729,1.241571093,172.4887936,2174.169162,15.25397179,463.905864
2300,420,4.026,0.237,0.353939512,2.886226896,3.663058763,6.048291192,2.369782761,4.535555427,1362.416729,1.241571093,172.4887936,2174.169162,22.82408094,447.0876656
2300,420,5.047,0.258,0.235317291,4.535754476,3.70224744,6.048291192,2.369782761,4.559752358,1362.416729,1.241571093,172.4887936,2174.169162,26.28339567,334.2331427
2300,420,4.813,0.375,0.255515332,4.124911657,3.696672493,6.048291192,2.369782761,4.556317963,1362.416729,1.241571093,172.4887936,2174.169162,17.24457391,353.1937812
2300,420,4.563,0.5,0.280964883,3.707523103,3.688936346,6.048291192,2.369782761,4.551547889,1362.416729,1.241571093,172.4887936,2174.169162,12.26163372,377.2772715
2300,420,4.313,0.625,0.311345696,3.312392897,3.678842492,6.048291192,2.369782761,4.545316536,1362.416729,1.241571093,172.4887936,2174.169162,9.271869598,406.233552
2300,420,4.063,0.75,0.347908129,2.93952104,3.665408393,6.048291192,2.369782761,4.537009836,1362.416729,1.241571093,172.4887936,2174.169162,7.278693519,441.2884083
2300,420,5.501,0.562,0.203921773,5.388479293,3.710158933,6.048291192,2.369782761,4.564621724,1362.416729,1.241571093,172.4887936,2174.169162,13.15143684,305.1666136
2300,420,5.189,0.719,0.224498659,4.794576691,3.705075877,6.048291192,2.369782761,4.561493801,1362.416729,1.241571093,172.4887936,2174.169162,9.696670863,324.1517018
2300,420,4.897,0.864,0.247898184,4.270150053,3.69882035,6.048291192,2.369782761,4.557641437,1362.416729,1.241571093,172.4887936,2174.169162,7.615251235,346.0244555
2300,420,3.826,0.337,0.38978884,2.60659081,3.648322457,6.048291192,2.369782761,4.526423075,1362.416729,1.241571093,172.4887936,2174.169162,15.25397179,481.6314167
2400,420,4.026,0.237,0.368585387,2.765967442,3.657257751,6.311260375,2.420751662,4.629435346,1362.416729,1.241571093,172.4887936,2174.169162,22.82408094,463.1830594
2400,420,5.047,0.258,0.244401462,4.346764706,3.699870898,6.311260375,2.420751662,4.656327556,1362.416729,1.241571093,172.4887936,2174.169162,26.28339567,344.8746826
2400,420,4.813,0.375,0.265568762,3.953040338,3.693830952,6.311260375,2.420751662,4.652525335,1362.416729,1.241571093,172.4887936,2174.169162,17.24457391,364.7898616
2400,420,4.563,0.5,0.292222989,3.553042973,3.685384441,6.311260375,2.420751662,4.647202934,1362.416729,1.241571093,172.4887936,2174.169162,12.26163372,390.0559271
2400,420,4.313,0.625,0.324023981,3.174376526,3.674410932,6.311260375,2.420751662,4.640279079,1362.416729,1.241571093,172.4887936,2174.169162,9.271869598,420.4046756
2400,420,4.063,0.75,0.362276736,2.817040996,3.659810715,6.311260375,2.420751662,4.631050862,1362.416729,1.241571093,172.4887936,2174.169162,7.278693519,457.1129801
2400,420,5.761,0.432,0.196407376,5.663635211,3.711900724,6.311260375,2.420751662,4.663891246,1362.416729,1.241571093,172.4887936,2174.169162,17.91768935,300.5395944
2400,420,5.501,0.562,0.211465942,5.163959322,3.708431529,6.311260375,2.420751662,4.661711267,1362.416729,1.241571093,172.4887936,2174.169162,13.15143684,314.2887322
2400,420,5.189,0.719,0.233057503,4.594802663,3.702948926,6.311260375,2.420751662,4.658264019,1362.416729,1.241571093,172.4887936,2174.169162,9.696670863,334.275718
2400,420,4.897,0.864,0.257587656,4.092227134,3.696158586,6.311260375,2.420751662,4.653990977,1362.416729,1.241571093,172.4887936,2174.169162,7.615251235,357.2622663
2400,420,3.826,0.337,0.406075373,2.49798286,3.641249914,6.311260375,2.420751662,4.619292703,1362.416729,1.241571093,172.4887936,2174.169162,15.25397179,499.3270429
1000,440,2.9,0.3,0.28269004,3.627159422,3.807461675,2.616066867,1.52270115,2.971203829,1362.415215,1.24803881,173.3871468,2174.245403,13.60654942,346.2904135
1100,440,2.9,0.3,0.309589077,3.297417656,3.798366474,2.877673554,1.597022439,3.112500647,1362.415215,1.24803881,173.3871468,2174.245403,13.60654942,375.4793172
1200,440,2.9,0.3,0.336542843,3.022632851,3.788440399,3.139280241,1.668035537,3.246650416,1362.415215,1.24803881,173.3871468,2174.245403,13.60654942,404.5867054
1300,440,2.9,0.3,0.36354564,2.790122632,3.77769208,3.400886927,1.736146431,3.374423833,1362.415215,1.24803881,173.3871468,2174.245403,13.60654942,433.6193423
1400,440,2.9,0.3,0.390592808,2.590828158,3.766130444,3.662493614,1.801684298,3.496442356,1362.415215,1.24803881,173.3871468,2174.245403,13.60654942,462.5825368
1400,440,3.826,0.337,0.232955361,4.509543121,3.822824527,3.662493614,1.801684298,3.522661197,1362.415215,1.24803881,173.3871468,2174.245403,15.9803514,310.3471225
1500,440,2.9,0.3,0.417680478,2.418106281,3.753764693,3.924100301,1.864920424,3.613215195,1362.415215,1.24803881,173.3871468,2174.245403,13.60654942,491.4805138
1500,440,4.026,0.237,0.22666833,4.660440101,3.824622906,3.924100301,1.864920424,3.647158321,1362.415215,1.24803881,173.3871468,2174.245403,23.91094193,307.119633
1500,440,4.063,0.75,0.223060648,4.746495069,3.825575972,3.924100301,1.864920424,3.647612714,1362.415215,1.24803881,173.3871468,2174.245403,7.625297972,303.7040609
1500,440,3.826,0.337,0.2481761,4.208906913,3.818675769,3.924100301,1.864920424,3.644321625,1362.415215,1.24803881,173.3871468,2174.245403,15.9803514,327.5737429
1600,440,4.026,0.237,0.240368578,4.369162594,3.820989528,4.185706988,1.926081532,3.764979283,1362.415215,1.24803881,173.3871468,2174.245403,23.91094193,322.7660514
1600,440,4.063,0.75,0.236498425,4.449839127,3.822064297,4.185706988,1.926081532,3.765508753,1362.415215,1.24803881,173.3871468,2174.245403,7.625297972,319.0910125
1600,440,3.826,0.337,0.263429446,3.945850231,3.814275235,4.185706988,1.926081532,3.761669893,1362.415215,1.24803881,173.3871468,2174.245403,15.9803514,344.7543444
1700,440,4.026,0.237,0.254098213,4.11215303,3.81715153,4.447313674,1.9853594,3.878902263,1362.415215,1.24803881,173.3871468,2174.245403,23.91094193,338.3711223
1700,440,4.313,0.625,0.224977915,4.719333225,3.825280511,4.447313674,1.9853594,3.883030309,1362.415215,1.24803881,173.3871468,2174.245403,9.713387198,310.7651235
1700,440,4.063,0.75,0.249965489,4.188083884,3.818356291,4.447313674,1.9853594,3.87951434,1362.415215,1.24803881,173.3871468,2174.245403,7.625297972,334.4368187
1700,440,3.826,0.337,0.278712765,3.713741394,3.809461791,4.447313674,1.9853594,3.874993224,1362.415215,1.24803881,173.3871468,2174.245403,15.9803514,361.8891051
1800,440,4.026,0.237,0.267854987,3.883700084,3.813107774,4.708920361,2.042917969,3.989242788,1362.415215,1.24803881,173.3871468,2174.245403,23.91094193,353.9378053
1800,440,4.563,0.5,0.214869511,4.988834316,3.828011929,4.708920361,2.042917969,3.997031488,1362.415215,1.24803881,173.3871468,2174.245403,12.84552104,303.7882958
1800,440,4.313,0.625,0.236870722,4.457148046,3.822158935,4.708920361,2.042917969,3.993974608,1362.415215,1.24803881,173.3871468,2174.245403,9.713387198,324.4919981
1800,440,4.063,0.75,0.263459597,3.955412557,3.814450155,4.708920361,2.042917969,3.98994492,1362.415215,1.24803881,173.3871468,2174.245403,7.625297972,349.7444388
1800,440,3.826,0.337,0.294023793,3.507422428,3.80445067,4.708920361,2.042917969,3.984711718,1362.415215,1.24803881,173.3871468,2174.245403,15.9803514,378.9851513
1900,440,4.026,0.237,0.281636956,3.679294816,3.808682765,4.970527048,2.098898689,4.096178527,1362.415215,1.24803881,173.3871468,2174.245403,23.91094193,369.4648611
1900,440,4.563,0.5,0.225440985,4.726264089,3.825356365,4.970527048,2.098898689,4.105134833,1362.415215,1.24803881,173.3871468,2174.245403,12.84552104,316.1515779
1900,440,4.313,0.625,0.248788059,4.222561307,3.818882801,4.970527048,2.098898689,4.101659849,1362.415215,1.24803881,173.3871468,2174.245403,9.713387198,338.1844135
1900,440,4.063,0.75,0.276978806,3.747232949,3.810198925,4.970527048,2.098898689,4.096993749,1362.415215,1.24803881,173.3871468,2174.245403,7.625297972,365.0132601
1900,440,3.826,0.337,0.309360568,3.322821247,3.799163471,4.970527048,2.098898689,4.091056399,1362.415215,1.24803881,173.3871468,2174.245403,15.9803514,396.0433629
2000,440,4.026,0.237,0.295442419,3.495330075,3.804129469,5.232133735,2.153424618,4.200077636,1362.415215,1.24803881,173.3871468,2174.245403,23.91094193,384.9597508
2000,440,4.813,0.375,0.215409675,4.995424231,3.828073503,5.232133735,2.153424618,4.213275013,1362.415215,1.24803881,173.3871468,2174.245403,18.0657441,309.1545888
2000,440,4.563,0.5,0.236034841,4.489950885,3.822578248,5.232133735,2.153424618,4.210249817,1362.415215,1.24803881,173.3871468,2174.245403,12.84552104,328.4835138
2000,440,4.313,0.625,0.260728245,4.011433242,3.815450772,5.232133735,2.153424618,4.206322827,1362.415215,1.24803881,173.3871468,2174.245403,9.713387198,351.8445921
2000,440,4.063,0.75,0.290521418,3.559871302,3.805806587,5.232133735,2.153424618,4.201003374,1362.415215,1.24803881,173.3871468,2174.245403,7.625297972,380.2497212
2000,440,4.897,0.864,0.209250079,5.171313429,3.829635368,5.232133735,2.153424618,4.214134439,1362.415215,1.24803881,173.3871468,2174.245403,7.977882246,303.4242452
2000,440,3.826,0.337,0.324721376,3.156680185,3.79360178,5.232133735,2.153424618,4.194261885,1362.415215,1.24803881,173.3871468,2174.245403,15.9803514,413.0658427
2100,440,4.026,0.237,0.309269879,3.328885786,3.799351078,5.493740421,2.206603604,4.301095012,1362.415215,1.24803881,173.3871468,2174.245403,23.91094193,400.4222942
2100,440,5.047,0.258,0.207646424,5.231400423,3.830135049,5.493740421,2.206603604,4.318484516,1362.415215,1.24803881,173.3871468,2174.245403,27.53498594,304.294144
2100,440,4.813,0.375,0.224882027,4.757546887,3.825694814,5.493740421,2.206603604,4.315980604,1362.415215,1.24803881,173.3871468,2174.245403,18.0657441,320.3295765
2100,440,4.563,0.5,0.246649611,4.2761437,3.819676901,5.493740421,2.206603604,4.312584696,1362.415215,1.24803881,173.3871468,2174.245403,12.84552104,340.7860863
2100,440,4.313,0.625,0.272689799,3.820412611,3.811743314,5.493740421,2.206603604,4.308103682,1362.415215,1.24803881,173.3871468,2174.245403,9.713387198,365.4717794
2100,440,4.063,0.75,0.304085939,3.390353621,3.801196838,5.493740421,2.206603604,4.302139641,1362.415215,1.24803881,173.3871468,2174.245403,7.625297972,395.4540825
2100,440,4.897,0.864,0.218377281,4.925060408,3.827403883,5.493740421,2.206603604,4.316944544,1362.415215,1.24803881,173.3871468,2174.245403,7.977882246,314.2582657
2100,440,3.826,0.337,0.340104706,3.006362081,3.787767217,5.493740421,2.206603604,4.294533191,1362.415215,1.24803881,173.3871468,2174.245403,15.9803514,430.0544022
2200,440,4.026,0.237,0.32311801,3.177572796,3.794348762,5.755347108,2.258530793,4.399412047,1362.415215,1.24803881,173.3871468,2174.245403,23.91094193,415.8541166
2200,440,5.047,0.258,0.216218543,4.993609495,3.82805657,5.755347108,2.258530793,4.418910339,1362.415215,1.24803881,173.3871468,2174.245403,27.53498594,314.5343359
2200,440,4.813,0.375,0.234373616,4.541294755,3.8232172,5.755347108,2.258530793,4.416116297,1362.415215,1.24803881,173.3871468,2174.245403,18.0657441,331.4776294
2200,440,4.563,0.5,0.257283995,4.081773531,3.816651298,5.755347108,2.258530793,4.412322601,1362.415215,1.24803881,173.3871468,2174.245403,12.84552104,353.0610168
2200,440,4.313,0.625,0.28467141,3.646757492,3.807926772,5.755347108,2.258530793,4.407276627,1362.415215,1.24803881,173.3871468,2174.245403,9.713387198,379.0713303
2200,440,4.063,0.75,0.317671044,3.236246638,3.796370779,5.755347108,2.258530793,4.400584119,1362.415215,1.24803881,173.3871468,2174.245403,7.625297972,410.6279785
2200,440,5.189,0.719,0.206507177,5.278558135,3.830515966,5.755347108,2.258530793,4.420329611,1362.415215,1.24803881,173.3871468,2174.245403,10.15841709,305.5472692
2200,440,4.897,0.864,0.227523607,4.701194026,3.825080476,5.755347108,2.258530793,4.417192281,1362.415215,1.24803881,173.3871468,2174.245403,7.977882246,325.0655391
2200,440,3.826,0.337,0.355509218,2.869709259,3.781661436,5.755347108,2.258530793,4.392050637,1362.415215,1.24803881,173.3871468,2174.245403,15.9803514,447.0106113
2300,440,4.026,0.237,0.336985629,3.039417457,3.789123712,6.016953795,2.309290632,4.49518931,1362.415215,1.24803881,173.3871468,2174.245403,23.91094193,431.2566385
2300,440,5.047,0.258,0.224808454,4.776496038,3.825896754,6.016953795,2.309290632,4.516949309,1362.415215,1.24803881,173.3871468,2174.245403,27.53498594,324.7496503
2300,440,4.813,0.375,0.243883293,4.343847157,3.820640201,6.016953795,2.309290632,4.513845234,1362.415215,1.24803881,173.3871468,2174.245403,18.0657441,342.600304
2300,440,4.563,0.5,0.267936834,3.904305117,3.813500804,6.016953795,2.309290632,4.509625888,1362.415215,1.24803881,173.3871468,2174.245403,12.84552104,365.3098214
2300,440,4.313,0.625,0.296671909,3.488202819,3.803938603,6.016953795,2.309290632,4.503968486,1362.415215,1.24803881,173.3871468,2174.245403,9.713387198,392.6433289
2300,440,4.063,0.75,0.331275553,3.095540262,3.791329528,6.016953795,2.309290632,4.496497543,1362.415215,1.24803881,173.3871468,2174.245403,7.625297972,425.7728382
2300,440,5.189,0.719,0.214598586,5.049055607,3.82856615,6.016953795,2.309290632,4.518524812,1362.415215,1.24803881,173.3871468,2174.245403,10.15841709,315.2703325
2300,440,4.897,0.864,0.23668791,4.496794286,3.822664621,6.016953795,2.309290632,4.515040937,1362.415215,1.24803881,173.3871468,2174.245403,7.977882246,335.8476304
2300,440,3.826,0.337,0.37093372,2.744939291,3.77528612,6.016953795,2.309290632,4.486973757,1362.415215,1.24803881,173.3871468,2174.245403,15.9803514,463.9358371
2400,440,4.026,0.237,0.350871678,2.912775063,3.783677143,6.278560481,2.358958478,4.588569693,1362.415215,1.24803881,173.3871468,2174.245403,23.91094193,446.631107
2400,440,5.047,0.258,0.233415136,4.57747537,3.823721022,6.278560481,2.358958478,4.612786946,1362.415215,1.24803881,173.3871468,2174.245403,27.53498594,334.9430776
2400,440,4.813,0.375,0.253410029,4.162853526,3.817963001,6.278560481,2.358958478,4.609312512,1362.415215,1.24803881,173.3871468,2174.245403,18.0657441,353.6989665
2400,440,4.563,0.5,0.278607092,3.741625737,3.810076877,6.278560481,2.358958478,4.60454971,1362.415215,1.24803881,173.3871468,2174.245403,12.84552104,377.5302592
2400,440,4.313,0.625,0.30869025,3.342861035,3.799779571,6.278560481,2.358958478,4.598323257,1362.415215,1.24803881,173.3871468,2174.245403,9.713387198,406.1890799
2400,440,4.063,0.75,0.344898408,2.966559418,3.786074227,6.278560481,2.358958478,4.590022968,1362.415215,1.24803881,173.3871468,2174.245403,7.625297972,440.8899173
2400,440,5.501,0.562,0.202342387,5.438043742,3.831735593,6.278560481,2.358958478,4.617618647,1362.415215,1.24803881,173.3871468,2174.245403,13.77769574,306.1978112
2400,440,5.189,0.719,0.222706608,4.83867829,3.826543635,6.278560481,2.358958478,4.614489176,1362.415215,1.24803881,173.3871468,2174.245403,10.15841709,324.9701712
2400,440,4.897,0.864,0.245869164,4.309427857,3.820155919,6.278560481,2.358958478,4.610636044,1362.415215,1.24803881,173.3871468,2174.245403,7.977882246,346.6059255
2400,440,3.826,0.337,0.386377139,2.630566821,3.768642988,6.278560481,2.358958478,4.579444452,1362.415215,1.24803881,173.3871468,2174.245403,15.9803514,480.8312762
1000,460,2.9,0.3,0.26976585,3.810550143,3.931032366,2.603353961,1.485607754,2.945489421,1362.414396,1.254134087,174.2338448,2174.316869,14.22502894,334.0162536
1100,460,2.9,0.3,0.295341548,3.464136494,3.922468415,2.863689357,1.558118557,3.085888483,1362.414396,1.254134087,174.2338448,2174.316869,14.22502894,361.9278438
1200,460,2.9,0.3,0.320970045,3.175458453,3.913119617,3.124024753,1.627401757,3.219262142,1362.414396,1.254134087,174.2338448,2174.316869,14.22502894,389.7572082
1300,460,2.9,0.3,0.346645806,2.931192418,3.902993639,3.384360149,1.693853452,3.346376142,1362.414396,1.254134087,174.2338448,2174.316869,14.22502894,417.5115247
1400,460,2.9,0.3,0.37236431,2.721821531,3.892099665,3.644695545,1.7577948,3.467848783,1362.414396,1.254134087,174.2338448,2174.316869,14.22502894,445.1964746
1400,460,3.826,0.337,0.222719863,4.737547538,3.945494085,3.644695545,1.7577948,3.491554888,1362.414396,1.254134087,174.2338448,2174.316869,16.70673101,300.8535156
1500,460,2.9,0.3,0.398121798,2.540366762,3.880443349,3.905030941,1.819490477,3.584185353,1362.414396,1.254134087,174.2338448,2174.316869,14.22502894,472.8165394
1500,460,3.826,0.337,0.237184708,4.421711035,3.941568844,3.905030941,1.819490477,3.612304442,1362.414396,1.254134087,174.2338448,2174.316869,16.70673101,317.3575208
1600,460,4.026,0.237,0.229816195,4.590069311,3.943789431,4.165366337,1.879161685,3.731822752,1362.414396,1.254134087,174.2338448,2174.316869,24.99780293,313.0106861
1600,460,4.063,0.75,0.226148163,4.674824884,3.944774601,4.165366337,1.879161685,3.732288833,1362.414396,1.254134087,174.2338448,2174.316869,7.971902426,309.5352312
1600,460,3.826,0.337,0.251681073,4.145354096,3.937408613,4.165366337,1.879161685,3.728802596,1362.414396,1.254134087,174.2338448,2174.316869,16.70673101,333.8145623
1700,460,4.026,0.237,0.24286305,4.320065234,3.940127503,4.425701733,1.936995528,3.844888554,1362.414396,1.254134087,174.2338448,2174.316869,24.99780293,327.9640396
1700,460,4.313,0.625,0.215267271,4.957944718,3.947819215,4.425701733,1.936995528,3.84863962,1362.414396,1.254134087,174.2338448,2174.316869,10.1549048,301.8674749
1700,460,4.063,0.75,0.238945159,4.399835185,3.941266709,4.425701733,1.936995528,3.845444349,1362.414396,1.254134087,174.2338448,2174.316869,7.971902426,324.2423158
1700,460,3.826,0.337,0.266206396,3.901509737,3.933011427,4.425701733,1.936995528,3.84141495,1362.414396,1.254134087,174.2338448,2174.316869,16.70673101,350.2282394
1800,460,4.026,0.237,0.255936135,4.08006161,3.93630538,4.686037129,1.993151955,3.954438283,1362.414396,1.254134087,174.2338448,2174.316869,24.99780293,342.8788555
1800,460,4.313,0.625,0.226566641,4.682503345,3.944864161,4.686037129,1.993151955,3.958735053,1362.414396,1.254134087,174.2338448,2174.316869,10.1549048,315.030412
1800,460,4.063,0.75,0.251768295,4.155399897,3.937573926,4.686037129,1.993151955,3.955075427,1362.414396,1.254134087,174.2338448,2174.316869,7.971902426,338.9104387
1800,460,3.826,0.337,0.280758477,3.684759196,3.928197488,4.686037129,1.993151955,3.950363563,1362.414396,1.254134087,174.2338448,2174.316869,16.70673101,366.5979985
1900,460,4.026,0.237,0.269033559,3.865321525,3.932181957,4.946372525,2.04776897,4.060670598,1362.414396,1.254134087,174.2338448,2174.316869,24.99780293,357.7549446
1900,460,4.563,0.5,0.215773356,4.96522601,3.947891047,4.946372525,2.04776897,4.068773715,1362.414396,1.254134087,174.2338448,2174.316869,13.42940836,307.3432903
1900,460,4.313,0.625,0.237889734,4.436055801,3.941764644,4.946372525,2.04776897,4.065615494,1362.414396,1.254134087,174.2338448,2174.316869,10.1549048,328.1581048
1900,460,4.063,0.75,0.264615684,3.936694639,3.933694879,4.946372525,2.04776897,4.061451703,1362.414396,1.254134087,174.2338448,2174.316869,7.971902426,353.5422535
1900,460,3.826,0.337,0.295335411,3.490824501,3.923218949,4.946372525,2.04776897,4.056040016,1362.414396,1.254134087,174.2338448,2174.316869,16.70673101,382.9313555
2000,460,4.026,0.237,0.282153668,3.672055449,3.927895059,5.206707921,2.100966634,4.163888518,1362.414396,1.254134087,174.2338448,2174.316869,24.99780293,372.5973454
2000,460,4.813,0.375,0.206311512,5.247995003,3.950464955,5.206707921,2.100966634,4.175834346,1362.414396,1.254134087,174.2338448,2174.316869,18.88691429,300.9326919
2000,460,4.563,0.5,0.225837416,4.716964709,3.945260993,5.206707921,2.100966634,4.173083019,1362.414396,1.254134087,174.2338448,2174.316869,13.42940836,319.1733132
2000,460,4.313,0.625,0.249234913,4.214253011,3.938519671,5.206707921,2.100966634,4.169516192,1362.414396,1.254134087,174.2338448,2174.316869,10.1549048,341.2528962
2000,460,4.063,0.75,0.277485674,3.739859907,3.929474122,5.206707921,2.100966634,4.164725402,1362.414396,1.254134087,174.2338448,2174.316869,7.971902426,368.136767
2000,460,3.826,0.337,0.309935531,3.316283276,3.917981139,5.206707921,2.100966634,4.158630417,1362.414396,1.254134087,174.2338448,2174.316869,16.70673101,399.2286567
2100,460,4.026,0.237,0.295295009,3.497195666,3.923395616,5.467043317,2.152850166,4.264271581,1362.414396,1.254134087,174.2338448,2174.316869,24.99780293,387.4070249
2100,460,4.813,0.375,0.215308722,4.998090479,3.948211566,5.467043317,2.152850166,4.277736339,1362.414396,1.254134087,174.2338448,2174.316869,18.88691429,311.6590195
2100,460,4.563,0.5,0.235921702,4.492347342,3.942515734,5.467043317,2.152850166,4.274649617,1362.414396,1.254134087,174.2338448,2174.316869,13.42940836,330.9732959
2100,460,4.313,0.625,0.260600739,4.013574296,3.935128275,5.467043317,2.152850166,4.270642835,1362.414396,1.254134087,174.2338448,2174.316869,10.1549048,354.3168148
2100,460,4.063,0.75,0.290376813,3.56177134,3.925133701,5.467043317,2.152850166,4.265216024,1362.414396,1.254134087,174.2338448,2174.316869,7.971902426,382.7005486
2100,460,4.897,0.864,0.209152808,5.174073555,3.949830478,5.467043317,2.152850166,4.278613263,1362.414396,1.254134087,174.2338448,2174.316869,8.340513257,305.933058
