F_lbf,pc_psi,D_chamber_in,t_chamber_in,Lc_m,ac_at,ae_at,mdot_kg/s,Dt_in,De_in,C_star_ms,Cf,Isp_s,T_chamber_K,sigma_vM_MPa,total_length_mm
1000,300,2.9,0.3,0.427389745,2.361724261,2.894644884,2.739367807,1.887049978,3.210561906,1362.429408,1.191851258,165.5828651,2173.565854,9.277192787,484.0762921
1000,300,3.826,0.337,0.253634701,4.11076951,2.944880313,2.739367807,1.887049978,3.238301095,1362.429408,1.191851258,165.5828651,2173.565854,10.89569414,315.7841044
1100,300,4.026,0.237,0.252640292,4.137976798,2.945204838,3.013304588,1.979154713,3.396545976,1362.429408,1.191851258,165.5828651,2173.565854,16.30291495,317.8929432
1100,300,4.063,0.75,0.248535429,4.214384488,2.946084078,3.013304588,1.979154713,3.397052928,1362.429408,1.191851258,165.5828651,2173.565854,5.199066799,313.9822939
1100,300,3.826,0.337,0.277089984,3.737063191,2.939598833,3.013304588,1.979154713,3.393311884,1362.429408,1.191851258,165.5828651,2173.565854,10.89569414,341.2730751
1200,300,4.026,0.237,0.27377437,3.793145398,2.940485853,3.287241368,2.06715968,3.54473336,1362.429408,1.191851258,165.5828651,2173.565854,16.30291495,340.9732444
1200,300,4.313,0.625,0.241988918,4.353222503,2.94756921,3.287241368,2.06715968,3.549000259,1362.429408,1.191851258,165.5828651,2173.565854,6.622763999,310.7076457
1200,300,4.063,0.75,0.269266079,3.86318578,2.941540351,3.287241368,2.06715968,3.545368898,1362.429408,1.191851258,165.5828651,2173.565854,5.199066799,336.6643115
1200,300,3.826,0.337,0.300611238,3.425641258,2.933863717,3.287241368,2.06715968,3.540739644,1362.429408,1.191851258,165.5828651,2173.565854,10.89569414,366.7101562
1300,300,4.026,0.237,0.294966146,3.501364983,2.935398462,3.561178149,2.15156801,3.686282459,1362.429408,1.191851258,165.5828651,2173.565854,16.30291495,364.0084132
1300,300,4.563,0.5,0.235669297,4.497703067,2.948976626,3.561178149,2.15156801,3.694798372,1362.429408,1.191851258,165.5828651,2173.565854,8.758309798,307.5766257
1300,300,4.313,0.625,0.260316283,4.018359233,2.943730258,3.561178149,2.15156801,3.6915103,1362.429408,1.191851258,165.5828651,2173.565854,6.622763999,330.9168534
1300,300,4.063,0.75,0.290054208,3.566017643,2.936633024,3.561178149,2.15156801,3.687057561,1362.429408,1.191851258,165.5828651,2173.565854,5.199066799,359.3014181
1300,300,3.826,0.337,0.324191479,3.162130392,2.927647903,3.561178149,2.15156801,3.681412654,1362.429408,1.191851258,165.5828651,2173.565854,10.89569414,392.0987345
1400,300,4.026,0.237,0.316209968,3.251267484,2.929918154,3.83511493,2.232787644,3.821863435,1362.429408,1.191851258,165.5828651,2173.565854,16.30291495,387.0011481
1400,300,4.813,0.375,0.229638192,4.646617063,2.950297641,3.83511493,2.232787644,3.835132175,1362.429408,1.191851258,165.5828651,2173.565854,12.3175528,304.6598035
1400,300,4.563,0.5,0.251978657,4.176438562,2.945653228,3.83511493,2.232787644,3.832112319,1362.429408,1.191851258,165.5828651,2173.565854,8.758309798,325.7042424
1400,300,4.313,0.625,0.278694206,3.731333574,2.939505974,3.83511493,2.232787644,3.828111632,1362.429408,1.191851258,165.5828651,2173.565854,6.622763999,351.0845187
1400,300,4.063,0.75,0.310894174,3.311302097,2.931346227,3.83511493,2.232787644,3.82279473,1362.429408,1.191851258,165.5828651,2173.565854,5.199066799,381.8965467
1400,300,3.826,0.337,0.347825005,2.936263935,2.920955491,3.83511493,2.232787644,3.81601339,1362.429408,1.191851258,165.5828651,2173.565854,10.89569414,417.4419502
1500,300,4.026,0.237,0.337501145,3.034516318,2.924047921,4.10905171,2.311154782,3.952039483,1362.429408,1.191851258,165.5828651,2173.565854,16.30291495,409.9540768
1500,300,5.047,0.258,0.225127881,4.768793816,2.95129434,4.10905171,2.311154782,3.970409436,1362.429408,1.191851258,165.5828651,2173.565854,18.77385405,303.1153414
1500,300,4.813,0.375,0.244236893,4.336842592,2.947401094,4.10905171,2.311154782,3.967789758,1362.429408,1.191851258,165.5828651,2173.565854,12.3175528,321.0195521
1500,300,4.563,0.5,0.268332907,3.898009325,2.942112658,4.10905171,2.311154782,3.964228516,1362.429408,1.191851258,165.5828651,2173.565854,8.758309798,343.7978779
1500,300,4.313,0.625,0.297118053,3.482578002,2.935026909,4.10905171,2.311154782,3.959451938,1362.429408,1.191851258,165.5828651,2173.565854,6.622763999,371.2167042
1500,300,4.063,0.75,0.331781293,3.090548624,2.925682777,4.10905171,2.311154782,3.953144136,1362.429408,1.191851258,165.5828651,2173.565854,5.199066799,404.4523542
1500,300,4.897,0.864,0.237028678,4.48954309,2.948900589,4.10905171,2.311154782,3.96879894,1362.429408,1.191851258,165.5828651,2173.565854,5.439465168,314.2465824
1500,300,3.826,0.337,0.37150708,2.740513006,2.913790709,4.10905171,2.311154782,3.945101752,1362.429408,1.191851258,165.5828651,2173.565854,10.89569414,442.7422543
1600,300,4.026,0.237,0.35883573,2.844859048,2.917790838,4.382988491,2.386950395,4.077279389,1362.429408,1.191851258,165.5828651,2173.565854,16.30291495,432.8692938
1600,300,5.047,0.258,0.238353599,4.470744202,2.948723898,4.382988491,2.386950395,4.098835118,1362.429408,1.191851258,165.5828651,2173.565854,18.77385405,318.0491669
1600,300,4.813,0.375,0.258875774,4.06578993,2.944329979,4.382988491,2.386950395,4.095780125,1362.429408,1.191851258,165.5828651,2173.565854,12.3175528,337.3491214
1600,300,4.563,0.5,0.284728185,3.654383742,2.938216672,4.382988491,2.386950395,4.091525885,1362.429408,1.191851258,165.5828651,2173.565854,8.758309798,361.8561143
1600,300,4.313,0.625,0.315583925,3.264916877,2.930249682,4.382988491,2.386950395,4.085975023,1362.429408,1.191851258,165.5828651,2173.565854,6.622763999,391.3145533
1600,300,4.063,0.75,0.352711625,2.897389335,2.919645563,4.382988491,2.386950395,4.078575067,1362.429408,1.191851258,165.5828651,2173.565854,5.199066799,426.970962
1600,300,5.189,0.719,0.227359291,4.725856759,2.950952451,4.382988491,2.386950395,4.100383711,1362.429408,1.191851258,165.5828651,2173.565854,6.926193474,307.784332
1600,300,4.897,0.864,0.251136914,4.208946647,2.946023022,4.382988491,2.386950395,4.096957529,1362.429408,1.191851258,165.5828651,2173.565854,5.439465168,330.0522378
1600,300,3.826,0.337,0.395233716,2.569230943,2.906157907,4.382988491,2.386950395,4.069143426,1362.429408,1.191851258,165.5828651,2173.565854,10.89569414,468.0015766
1700,300,4.026,0.237,0.380210364,2.677514399,2.911150066,4.656925272,2.46041215,4.197978014,1362.429408,1.191851258,165.5828651,2173.565854,16.30291495,455.7484814
1700,300,5.047,0.258,0.251615581,4.207759249,2.94600966,4.656925272,2.46041215,4.223037582,1362.429408,1.191851258,165.5828651,2173.565854,18.77385405,332.9559047
1700,300,4.813,0.375,0.273551577,3.826625817,2.940997076,4.656925272,2.46041215,4.21944334,1362.429408,1.191851258,165.5828651,2173.565854,12.3175528,353.648104
1700,300,4.563,0.5,0.301161205,3.439419993,2.934150455,4.656925272,2.46041215,4.214529061,1362.429408,1.191851258,165.5828651,2173.565854,8.758309798,379.8859027
1700,300,4.313,0.625,0.334088507,3.072862943,2.925176274,4.656925272,2.46041215,4.208078998,1362.429408,1.191851258,165.5828651,2173.565854,6.622763999,411.3799225
1700,300,4.063,0.75,0.373681817,2.726954668,2.913237554,4.656925272,2.46041215,4.199482859,1362.429408,1.191851258,165.5828651,2173.565854,5.199066799,449.4540778
1700,300,5.501,0.562,0.217458721,4.998820748,2.952985312,4.656925272,2.46041215,4.228034345,1362.429408,1.191851258,165.5828651,2173.565854,9.393883456,301.1331288
1700,300,5.189,0.719,0.239854997,4.447865185,2.94850596,4.656925272,2.46041215,4.224826397,1362.429408,1.191851258,165.5828651,2173.565854,6.926193474,321.9344064
1700,300,4.897,0.864,0.265281825,3.96136155,2.942981908,4.656925272,2.46041215,4.220866918,1362.429408,1.191851258,165.5828651,2173.565854,5.439465168,345.8301778
1700,300,3.826,0.337,0.419001518,2.418099712,2.89806155,4.656925272,2.46041215,4.188530339,1362.429408,1.191851258,165.5828651,2173.565854,10.89569414,493.2214455
1800,300,4.026,0.237,0.401622155,2.528763599,2.904128844,4.930862053,2.531743216,4.314471406,1362.429408,1.191851258,165.5828651,2173.565854,16.30291495,478.5929991
1800,300,5.047,0.258,0.264911048,3.973994847,2.943150461,4.930862053,2.531743216,4.3433606,1362.429408,1.191851258,165.5828651,2173.565854,18.77385405,347.8373364
1800,300,4.813,0.375,0.288261506,3.614035494,2.937507827,4.930862053,2.531743216,4.339195038,1362.429408,1.191851258,165.5828651,2173.565854,12.3175528,369.921137
1800,300,4.563,0.5,0.317629146,3.248341104,2.929846538,4.930862053,2.531743216,4.333532834,1362.429408,1.191851258,165.5828651,2173.565854,8.758309798,397.8870204
1800,300,4.313,0.625,0.352628947,2.902148335,2.919808712,4.930862053,2.531743216,4.326102996,1362.429408,1.191851258,165.5828651,2173.565854,6.622763999,431.4143346
1800,300,4.063,0.75,0.394688984,2.575457187,2.906461795,4.930862053,2.531743216,4.316204013,1362.429408,1.191851258,165.5828651,2173.565854,5.199066799,471.9030846
1800,300,5.501,0.562,0.228506826,4.721108484,2.950914096,4.930862053,2.531743216,4.349085427,1362.429408,1.191851258,165.5828651,2173.565854,9.393883456,313.7963315
1800,300,5.189,0.719,0.252383842,4.200761563,2.94593069,4.930862053,2.531743216,4.34541158,1362.429408,1.191851258,165.5828651,2173.565854,6.926193474,336.0597058
1800,300,4.897,0.864,0.27946062,3.741285908,2.939666999,4.930862053,2.531743216,4.340789475,1362.429408,1.191851258,165.5828651,2173.565854,5.439465168,361.5789144
1900,300,5.047,0.258,0.278237592,3.764837223,2.940043025,5.204798833,2.601118889,4.460022461,1362.429408,1.191851258,165.5828651,2173.565854,18.77385405,362.6918547
1900,300,4.813,0.375,0.303003135,3.423823099,2.933825625,5.204798833,2.601118889,4.455304092,1362.429408,1.191851258,165.5828651,2173.565854,12.3175528,386.1686194
1900,300,4.563,0.5,0.33412956,3.077375783,2.925306336,5.204798833,2.601118889,4.448830698,1362.429408,1.191851258,165.5828651,2173.565854,8.758309798,415.8608288
1900,300,4.313,0.625,0.371202771,2.749403686,2.914149073,5.204798833,2.601118889,4.440338562,1362.429408,1.191851258,165.5828651,2173.565854,6.622763999,451.4190467
1900,300,4.063,0.75,0.415730618,2.439906809,2.8993214,5.204798833,2.601118889,4.429027567,1362.429408,1.191851258,165.5828651,2173.565854,5.199066799,494.3191077
1900,300,5.761,0.432,0.221843546,4.905410369,2.95232585,5.204798833,2.601118889,4.469329226,1362.429408,1.191851258,165.5828651,2173.565854,12.79834953,310.0265507
1900,300,5.501,0.562,0.23958502,4.472629091,2.94874171,5.204798833,2.601118889,4.466615507,1362.429408,1.191851258,165.5828651,2173.565854,9.393883456,326.4372408
1900,300,5.189,0.719,0.264943427,3.979668849,2.94322566,5.204798833,2.601118889,4.462435824,1362.429408,1.191851258,165.5828651,2173.565854,6.926193474,350.1617649
1900,300,4.897,0.864,0.293670882,3.544376124,2.936227206,5.204798833,2.601118889,4.457127237,1362.429408,1.191851258,165.5828651,2173.565854,5.439465168,377.3041815
2000,300,5.047,0.258,0.291593111,3.576595362,2.936828729,5.478735614,2.668691671,4.573384444,1362.429408,1.191851258,165.5828651,2173.565854,18.77385405,377.5249096
2000,300,4.813,0.375,0.317774343,3.252631944,2.929951481,5.478735614,2.668691671,4.568026498,1362.429408,1.191851258,165.5828651,2173.565854,12.3175528,402.3917718
2000,300,4.563,0.5,0.350660305,2.923506994,2.920531298,5.478735614,2.668691671,4.560677181,1362.429408,1.191851258,165.5828651,2173.565854,8.758309798,433.8084695
2000,300,4.313,0.625,0.389807813,2.611933502,2.908199481,5.478735614,2.668691671,4.551038364,1362.429408,1.191851258,165.5828651,2173.565854,6.622763999,471.3951014
2000,300,5.761,0.432,0.231894192,4.66013985,2.950411646,5.478735614,2.668691671,4.58394826,1362.429408,1.191851258,165.5828651,2173.565854,12.79834953,321.6050326
2000,300,5.501,0.562,0.250691227,4.248997636,2.946467444,5.478735614,2.668691671,4.580883253,1362.429408,1.191851258,165.5828651,2173.565854,9.393883456,339.0572274
2000,300,5.189,0.719,0.277531657,3.780685407,2.940292153,5.478735614,2.668691671,4.576080363,1362.429408,1.191851258,165.5828651,2173.565854,6.926193474,364.2388384
2000,300,4.897,0.864,0.307910496,3.367157317,2.932607692,5.478735614,2.668691671,4.570096651,1362.429408,1.191851258,165.5828651,2173.565854,5.439465168,393.0056235
2100,300,5.047,0.258,0.304975752,3.406281297,2.933455007,5.752672395,2.734595216,4.68363201,1362.429408,1.191851258,165.5828651,2173.565854,18.77385405,392.3360215
2100,300,4.813,0.375,0.332573264,3.097744709,2.925886423,5.752672395,2.734595216,4.677586006,1362.429408,1.191851258,165.5828651,2173.565854,12.3175528,418.5916311
2100,300,4.563,0.5,0.367219496,2.784292375,2.9155229,5.752672395,2.734595216,4.669294627,1362.429408,1.191851258,165.5828651,2173.565854,8.758309798,451.7309038
2100,300,4.313,0.625,0.408442166,2.487555716,2.901962104,5.752672395,2.734595216,4.658422966,1362.429408,1.191851258,165.5828651,2173.565854,6.622763999,491.3433665
2100,300,5.761,0.432,0.241970584,4.438228429,2.948413196,5.752672395,2.734595216,4.695558146,1362.429408,1.191851258,165.5828651,2173.565854,12.79834953,333.1644062
2100,300,5.501,0.562,0.26182362,4.046664415,2.944090599,5.752672395,2.734595216,4.692114862,1362.429408,1.191851258,165.5828651,2173.565854,9.393883456,351.6574657
2100,300,5.189,0.719,0.290146691,3.600652768,2.937267494,5.752672395,2.734595216,4.68667458,1362.429408,1.191851258,165.5828651,2173.565854,6.926193474,378.2962137
2100,300,4.897,0.864,0.322177601,3.206816493,2.928809376,5.752672395,2.734595216,4.679921871,1362.429408,1.191851258,165.5828651,2173.565854,5.439465168,408.6842994
2200,300,5.047,0.258,0.318383876,3.251450329,2.929922622,6.026609175,2.798947438,4.790963016,1362.429408,1.191851258,165.5828651,2173.565854,18.77385405,407.1261298
2200,300,4.813,0.375,0.347398243,2.956938131,2.9216315,6.026609175,2.798947438,4.784179458,1362.429408,1.191851258,165.5828651,2173.565854,12.3175528,434.7690821
2200,300,4.563,0.5,0.383805462,2.657733631,2.910282652,6.026609175,2.798947438,4.774878532,1362.429408,1.191851258,165.5828651,2173.565854,8.758309798,469.6289452
2200,300,5.761,0.432,0.252071114,4.236490773,2.946329963,6.026609175,2.798947438,4.804358799,1362.429408,1.191851258,165.5828651,2173.565854,12.79834953,344.7057269
2200,300,5.501,0.562,0.27298058,3.862725124,2.9415336,6.026609175,2.798947438,4.800446673,1362.429408,1.191851258,165.5828651,2173.565854,9.393883456,364.2364564
2200,300,5.189,0.719,0.302786896,3.436986734,2.934100067,6.026609175,2.798947438,4.794377245,1362.429408,1.191851258,165.5828651,2173.565854,6.926193474,392.333274
2200,300,4.897,0.864,0.336470548,3.061052107,2.92483319,6.026609175,2.798947438,4.786800128,1362.429408,1.191851258,165.5828651,2173.565854,5.439465168,424.3411148
2300,300,5.047,0.258,0.33181602,3.110082923,2.926232349,6.300545956,2.861852987,4.895552631,1362.429408,1.191851258,165.5828651,2173.565854,18.77385405,421.8960449
2300,300,4.813,0.375,0.362247805,2.828375604,2.917187783,6.300545956,2.861852987,4.887981049,1362.429408,1.191851258,165.5828651,2173.565854,12.3175528,450.924883
2300,300,4.563,0.5,0.400416709,2.542179995,2.904812091,6.300545956,2.861852987,4.877601799,1362.429408,1.191851258,165.5828651,2173.565854,8.758309798,487.5032835
2300,300,5.761,0.432,0.262194351,4.052295522,2.944161419,6.300545956,2.861852987,4.910527291,1362.429408,1.191851258,165.5828651,2173.565854,12.79834953,356.2299118
2300,300,5.501,0.562,0.284160667,3.694780553,2.938903466,6.300545956,2.861852987,4.906140497,1362.429408,1.191851258,165.5828651,2173.565854,9.393883456,376.7984977
2300,300,5.189,0.719,0.315450816,3.287552528,2.930790515,6.300545956,2.861852987,4.899364026,1362.429408,1.191851258,165.5828651,2173.565854,6.926193474,406.3508569
2300,300,4.897,0.864,0.350787867,2.927962885,2.920680085,6.300545956,2.861852987,4.89090599,1362.429408,1.191851258,165.5828651,2173.565854,5.439465168,439.9768477
2400,300,5.047,0.258,0.345270875,2.980496135,2.922384976,6.574482737,2.923405255,4.997556773,1362.429408,1.191851258,165.5828651,2173.565854,18.77385405,436.6464683
2400,300,4.813,0.375,0.377120627,2.71052662,2.91255636,6.574482737,2.923405255,4.989145761,1362.429408,1.191851258,165.5828651,2173.565854,12.3175528,467.0596854
2400,300,5.761,0.432,0.272339014,3.883449875,2.941907058,6.574482737,2.923405255,5.014221299,1362.429408,1.191851258,165.5828651,2173.565854,12.79834953,367.737762
2400,300,5.501,0.562,0.29536259,3.540831363,2.936160032,6.574482737,2.923405255,5.009321256,1362.429408,1.191851258,165.5828651,2173.565854,9.393883456,389.3430706
2400,300,5.189,0.719,0.328137148,3.150571172,2.927339492,6.574482737,2.923405255,5.001791326,1362.429408,1.191851258,165.5828651,2173.565854,6.926193474,420.3496901
2400,300,4.897,0.864,0.36512824,2.805964431,2.91635103,6.574482737,2.923405255,4.992394796,1362.429408,1.191851258,165.5828651,2173.565854,5.439465168,455.5921687
1000,320,2.9,0.3,0.398142501,2.540230742,3.031888911,2.716664356,1.81953919,3.16823988,1362.426616,1.201814148,166.9666586,2173.689039,9.895672306,456.1912957
1000,320,3.826,0.337,0.237196339,4.421474282,3.077659701,2.716664356,1.81953919,3.192064902,1362.426616,1.201814148,166.9666586,2173.689039,11.62207375,300.5513715
1100,320,2.9,0.3,0.436847153,2.309300675,3.017730808,2.988330792,1.908348802,3.315110469,1362.426616,1.201814148,166.9666586,2173.689039,9.895672306,496.7530601
1100,320,4.026,0.237,0.236347742,4.450737982,3.077957194,2.988330792,1.908348802,3.348027716,1362.426616,1.201814148,166.9666586,2173.689039,17.38977595,302.8638544
1100,320,3.826,0.337,0.258953093,4.019522075,3.072923096,2.988330792,1.908348802,3.345288692,1362.426616,1.201814148,166.9666586,2173.689039,11.62207375,324.4194541
1200,320,4.026,0.237,0.255948747,4.07984315,3.073720637,3.259997227,1.993205317,3.494493472,1362.426616,1.201814148,166.9666586,2173.689039,17.38977595,324.4847006
1200,320,4.063,0.75,0.251780667,4.155177403,3.074670029,3.259997227,1.993205317,3.49503311,1362.426616,1.201814148,166.9666586,2173.689039,5.545671253,320.512141
1200,320,3.826,0.337,0.280772515,3.684561902,3.067652352,3.259997227,1.993205317,3.491042271,1362.426616,1.201814148,166.9666586,2173.689039,11.62207375,348.2302205
1300,320,4.026,0.237,0.275604572,3.766009061,3.069050309,3.531663663,2.07459387,3.634419835,1362.426616,1.201814148,166.9666586,2173.689039,17.38977595,346.0556687
1300,320,4.313,0.625,0.243571503,4.322079349,3.076605695,3.531663663,2.07459387,3.638890691,1362.426616,1.201814148,166.9666586,2173.689039,7.064281598,315.5506142
1300,320,4.063,0.75,0.271061387,3.835548372,3.070174741,3.531663663,2.07459387,3.635085559,1362.426616,1.201814148,166.9666586,2173.689039,5.545671253,341.71305
1300,320,3.826,0.337,0.302647913,3.401134063,3.061989228,3.531663663,2.07459387,3.630236503,1362.426616,1.201814148,166.9666586,2173.689039,11.62207375,371.9914664
1400,320,4.026,0.237,0.295309797,3.497008414,3.064057854,3.803330098,2.152907803,3.768546796,1362.426616,1.201814148,166.9666586,2173.689039,17.38977595,367.5831459
1400,320,4.563,0.5,0.235933052,4.492106807,3.078368288,3.803330098,2.152907803,3.777336891,1362.426616,1.201814148,166.9666586,2173.689039,9.342197117,311.0824349
1400,320,4.313,0.625,0.260613531,4.013359396,3.072839658,3.803330098,2.152907803,3.773943391,1362.426616,1.201814148,166.9666586,2173.689039,7.064281598,334.4519365
1400,320,4.063,0.75,0.29039132,3.561580631,3.065358959,3.803330098,2.152907803,3.769346839,1362.426616,1.201814148,166.9666586,2173.689039,5.545671253,362.8706099
1400,320,3.826,0.337,0.324573823,3.158195916,3.055889638,3.803330098,2.152907803,3.763520317,1362.426616,1.201814148,166.9666586,2173.689039,11.62207375,395.7058899
1500,320,4.026,0.237,0.31505993,3.26387452,3.058708418,4.074996534,2.228471291,3.897409889,1362.426616,1.201814148,166.9666586,2173.689039,17.38977595,389.0693941
1500,320,4.813,0.375,0.228849964,4.664634673,3.079971382,4.074996534,2.228471291,3.910933075,1362.426616,1.201814148,166.9666586,2173.689039,13.13872298,307.100043
1500,320,4.563,0.5,0.25109552,4.192633019,3.075123822,4.074996534,2.228471291,3.907854159,1362.426616,1.201814148,166.9666586,2173.689039,9.342197117,328.0472092
1500,320,4.313,0.625,0.277699182,3.745802103,3.068711883,4.074996534,2.228471291,3.9037779,1362.426616,1.201814148,166.9666586,2173.689039,7.064281598,353.3125741
1500,320,4.063,0.75,0.30976598,3.324141922,3.060198411,4.074996534,2.228471291,3.898359049,1362.426616,1.201814148,166.9666586,2173.689039,5.545671253,383.987352
1500,320,4.897,0.864,0.222200813,4.82887675,3.081347506,4.074996534,2.228471291,3.911806675,1362.426616,1.201814148,166.9666586,2173.689039,5.802096179,300.8807117
1500,320,3.826,0.337,0.346545709,2.947649521,3.049357066,4.074996534,2.228471291,3.891447576,1362.426616,1.201814148,166.9666586,2173.689039,11.62207375,419.3764459
1600,320,4.026,0.237,0.334851189,3.059882362,3.053004536,4.34666297,2.301555253,4.02147275,1362.426616,1.201814148,166.9666586,2173.689039,17.38977595,410.5169233
1600,320,5.047,0.258,0.223485977,4.808656984,3.08118531,4.34666297,2.301555253,4.039990229,1362.426616,1.201814148,166.9666586,2173.689039,20.02544432,304.6921447
1600,320,4.813,0.375,0.242419312,4.373095006,3.077155281,4.34666297,2.301555253,4.037347316,1362.426616,1.201814148,166.9666586,2173.689039,13.13872298,322.4197485
1600,320,4.563,0.5,0.266296981,3.930593456,3.071682115,4.34666297,2.301555253,4.033755216,1362.426616,1.201814148,166.9666586,2173.689039,9.342197117,344.9784931
1600,320,4.313,0.625,0.294824721,3.511689471,3.064359916,4.34666297,2.301555253,4.028944564,1362.426616,1.201814148,166.9666586,2173.689039,7.064281598,372.13855
1600,320,4.063,0.75,0.329181591,3.116383052,3.054695483,4.34666297,2.301555253,4.022586268,1362.426616,1.201814148,166.9666586,2173.689039,5.545671253,405.0658102
1600,320,4.897,0.864,0.235277064,4.527071953,3.07870737,4.34666297,2.301555253,4.038365389,1362.426616,1.201814148,166.9666586,2173.689039,5.802096179,315.7131017
1600,320,3.826,0.337,0.368559757,2.763421426,3.042395091,4.34666297,2.301555253,4.014479193,1362.426616,1.201814148,166.9666586,2173.689039,11.62207375,443.005499
1700,320,4.026,0.237,0.354680359,2.879889282,3.04694881,4.618329405,2.372388853,4.141126086,1362.426616,1.201814148,166.9666586,2173.689039,17.38977595,431.9277779
1700,320,5.047,0.258,0.235776676,4.525794809,3.078695117,4.618329405,2.372388853,4.16264348,1362.426616,1.201814148,166.9666586,2173.689039,20.02544432,318.6845665
1700,320,4.813,0.375,0.256023768,4.115854123,3.074180725,4.618329405,2.372388853,4.15959045,1362.426616,1.201814148,166.9666586,2173.689039,13.13872298,337.7095174
1700,320,4.563,0.5,0.281534284,3.699382076,3.067913544,4.618329405,2.372388853,4.15534831,1362.426616,1.201814148,166.9666586,2173.689039,9.342197117,361.8750992
1700,320,4.313,0.625,0.311986969,3.305119502,3.059736803,4.618329405,2.372388853,4.149807105,1362.426616,1.201814148,166.9666586,2173.689039,7.064281598,390.9308684
1700,320,4.063,0.75,0.348634945,2.933066402,3.048852618,4.618329405,2.372388853,4.142419622,1362.426616,1.201814148,166.9666586,2173.689039,5.545671253,426.1080512
1700,320,5.189,0.719,0.224931459,4.784048699,3.080985267,4.618329405,2.372388853,4.164191425,1362.426616,1.201814148,166.9666586,2173.689039,7.387939705,308.5687971
1700,320,4.897,0.864,0.248388202,4.260773603,3.075920047,4.618329405,2.372388853,4.160766998,1362.426616,1.201814148,166.9666586,2173.689039,5.802096179,330.5158934
1700,320,3.826,0.337,0.390612716,2.600867225,3.035007394,4.618329405,2.372388853,4.133003295,1362.426616,1.201814148,166.9666586,2173.689039,11.62207375,466.5949576
1800,320,4.026,0.237,0.374544672,2.719895433,3.040543906,4.889995841,2.44116799,4.256702575,1362.426616,1.201814148,166.9666586,2173.689039,17.38977595,453.303636
1800,320,5.047,0.258,0.248099226,4.274361764,3.076074464,4.889995841,2.44116799,4.281501385,1362.426616,1.201814148,166.9666586,2173.689039,20.02544432,332.6499637
1800,320,4.813,0.375,0.269660649,3.887195561,3.071046431,4.889995841,2.44116799,4.278000765,1362.426616,1.201814148,166.9666586,2173.689039,13.13872298,352.971336
1800,320,4.563,0.5,0.296804727,3.49386085,3.063992603,4.889995841,2.44116799,4.273084911,1362.426616,1.201814148,166.9666586,2173.689039,9.342197117,378.7435208
1800,320,4.313,0.625,0.329183197,3.121501752,3.054844217,4.889995841,2.44116799,4.266700912,1362.426616,1.201814148,166.9666586,2173.689039,7.064281598,409.6913517
1800,320,4.063,0.75,0.368123277,2.770118269,3.042672323,4.889995841,2.44116799,4.258192186,1362.426616,1.201814148,166.9666586,2173.689039,5.545671253,447.1157741
1800,320,5.501,0.562,0.214537504,5.077944579,3.083196666,4.889995841,2.44116799,4.286455115,1362.426616,1.201814148,166.9666586,2173.689039,10.02014235,301.4206046
1800,320,5.189,0.719,0.236541656,4.518268216,3.078622703,4.889995841,2.44116799,4.283274429,1362.426616,1.201814148,166.9666586,2173.689039,7.387939705,321.8308487
1800,320,4.897,0.864,0.261531549,4.024063959,3.072984353,4.889995841,2.44116799,4.279350325,1362.426616,1.201814148,166.9666586,2173.689039,5.802096179,345.291101
1800,320,3.826,0.337,0.41270179,2.456374601,3.027197744,4.889995841,2.44116799,4.247350117,1362.426616,1.201814148,166.9666586,2173.689039,11.62207375,490.1463721
1900,320,4.026,0.237,0.394441728,2.576743042,3.033792556,5.161662276,2.50806169,4.368488082,1362.426616,1.201814148,166.9666586,2173.689039,17.38977595,474.6458837
1900,320,5.047,0.258,0.260451319,4.049395355,3.073322364,5.161662276,2.50806169,4.396856306,1362.426616,1.201814148,166.9666586,2173.689039,20.02544432,346.5900753
1900,320,4.813,0.375,0.283327631,3.682606321,3.067617653,5.161662276,2.50806169,4.392773682,1362.426616,1.201814148,166.9666586,2173.689039,13.13872298,368.2030481
1900,320,4.563,0.5,0.312105963,3.309973436,3.059855339,5.161662276,2.50806169,4.387212413,1362.426616,1.201814148,166.9666586,2173.689039,9.342197117,395.5836612
1900,320,4.313,0.625,0.346411035,2.957212186,3.049683867,5.161662276,2.50806169,4.379914429,1362.426616,1.201814148,166.9666586,2173.689039,7.064281598,428.421522
1900,320,4.063,0.75,0.387644193,2.62432257,3.036157164,5.161662276,2.50806169,4.370190201,1362.426616,1.201814148,166.9666586,2173.689039,5.545671253,468.0903848
1900,320,5.501,0.562,0.224800442,4.810684338,3.081201661,5.161662276,2.50806169,4.402488966,1362.426616,1.201814148,166.9666586,2173.689039,10.02014235,313.2987279
1900,320,5.189,0.719,0.248181095,4.280464625,3.076143358,5.161662276,2.50806169,4.398873775,1362.426616,1.201814148,166.9666586,2173.689039,7.387939705,335.0680859
1900,320,4.897,0.864,0.274704788,3.812271119,3.069805133,5.161662276,2.50806169,4.394339618,1362.426616,1.201814148,166.9666586,2173.689039,5.802096179,360.0377279
2000,320,4.026,0.237,0.414369423,2.44790589,3.02669755,5.433328712,2.573217,4.476730232,1362.426616,1.201814148,166.9666586,2173.689039,17.38977595,495.9556715
2000,320,5.047,0.258,0.272830938,3.846925587,3.07035298,5.433328712,2.573217,4.508899603,1362.426616,1.201814148,166.9666586,2173.689039,20.02544432,360.5038858
