Thrust (lbf),Chamber Pressure (psia),Exit Pressure (psia),O/F Ratio,η C*,η Cf,L* (in),Convergent Half-Angle (deg),Contraction Ratio,Throat Diameter (in),Throat Area (in²),Exit Diameter (in),Exit Area (in²),Expansion Ratio,Chamber Diameter (in),Chamber Length (in),C* real (m/s),Cf real,Isp (s),Tc (K),Tt (K),Te (K),γ chamber,MW chamber (lbm/lbmol),ṁ total (lbm/s),ṁ IPA (lbm/s),ṁ LOX (lbm/s),Residence time (ms)
5000,500,12.0,1.6,0.875,0.875,40,45,2.848,3.0746,7.4247,7.7328,46.9634,6.3253,5.189,13.3587,1540.644,1.3469,211.595,3284.5,3088.0,1944.2,1.1461,21.625,23.63,9.0885,14.5416,0.6595
