OF_torch,Energy (MJ),Temperature (K),mdot (kg/s)
1.5,26.687897523861142,1882.7802257865096,0.04980498029059336
1.55,28.100221964028126,1980.981901934728,0.047301769070536626
1.6,29.446631492985553,2076.3836783448623,0.04513895623307217
1.6500000000000001,30.727095824034034,2168.885111565437,0.04325791860660054
1.7000000000000002,31.94127652062189,2258.3621453468604,0.04161355947421604
1.7500000000000002,33.08856926282474,2344.670427241776,0.040170676453715234
1.8000000000000003,34.168291307485795,2427.6581434000263,0.03890127832883679
1.8500000000000003,35.179899455535505,2507.1811401978866,0.03778266085874595
1.9000000000000004,36.1231786409975,2583.116440686412,0.03679604786121267
1.9500000000000004,36.99836624894005,2655.3717521445606,0.03592564604690779
2.0000000000000004,37.80619926047166,2723.8899277495225,0.03515799620627342
2.0500000000000007,38.54789112739739,2788.6486529316085,0.03448152859466223
2.1000000000000005,39.22505906148979,2849.6565897711407,0.03388625133972701
2.1500000000000004,39.839627806560806,2906.9476511202897,0.033363519775513266
2.2000000000000006,40.3937338733492,2960.5750168588306,0.032905851544718104
2.250000000000001,40.88964750332333,3010.606112412478,0.032506766170220684
2.3000000000000007,41.329721273927554,3057.1192391382624,0.03216063813650217
2.3500000000000005,41.71636641322505,3100.2020190255625,0.031862559576902545
2.400000000000001,42.052051903386754,3139.9513924571393,0.03160821291733996
2.450000000000001,42.339317361410856,3176.4745965396473,0.031393756276872284
2.500000000000001,42.580789493758715,3209.8904341193384,0.031215724883825974
2.5500000000000007,42.77919257725252,3240.3301553657966,0.031070951322257196
2.600000000000001,42.93734631222338,3267.937451207245,0.03095650580052001
2.6500000000000012,43.05814826994744,3292.867318314899,0.03086965565356167
2.700000000000001,43.14454203554951,3315.2838308309215,0.030807841443260094
2.750000000000001,43.19947534425475,3335.3570938270286,0.030768665581723392
2.800000000000001,43.22585380498214,3353.259764216781,0.030749889086518847
2.8500000000000014,43.22649597308918,3369.1635561988846,0.030749432269522196
2.9000000000000012,43.204094227380494,3383.2360696251276,0.03076537615110811
2.950000000000001,43.16118425244101,3395.638169867789,0.03079596246477195
3.0000000000000013,43.10012413271206,3406.5220210825337,0.030839591229029732
3.0500000000000016,43.02308280221732,3416.0297818620993,0.030894815610581394
3.1000000000000014,42.93203655103877,3424.292891534888,0.030960334448450918
3.1500000000000012,42.82877204359761,3431.431851972245,0.031034982950718933
3.2000000000000015,42.714894051771225,3437.556385090863,0.031117722276503293
3.2500000000000018,42.591836380432156,3442.765861491701,0.03120762857700931
3.3000000000000016,42.46087468194502,3447.1499076503155,0.03130388198852791
3.3500000000000014,42.323140065545026,3450.7891111796926,0.031405756002857735
3.4000000000000017,42.179632883909235,3453.7557774898078,0.03151260737217894
3.450000000000002,42.03123603184615,3456.114685485546,0.031623866811011245
3.5000000000000018,41.87872754856039,3457.923823957048,0.03173903048109615
3.5500000000000016,41.722792260271795,3459.235085352809,0.03185765233260591
3.600000000000002,41.56403242340967,3460.0949106612925,0.031979337246033274
3.650000000000002,41.40297732386858,3460.544878673675,0.03210373495065073
3.700000000000002,41.24009186925035,3460.6222393615526,0.03223053465514603
3.7500000000000018,41.075784249194555,3460.3603943398175,0.03235946031144477
3.800000000000002,40.9104127057108,3459.7893249821873,0.032490266469194874
3.8500000000000023,40.744291517270455,3458.935973953982,0.032622734637804914
3.900000000000002,40.57769626521956,3457.824583409378,0.032756670104817434
3.950000000000002,40.410868471401336,3456.476995005949,0.032891899146239426
4.000000000000002,40.2440196555787,3454.912913883249,0.03302826659833979
4.0500000000000025,40.07733491100384,3453.1501430227627,0.033165633721026946
4.100000000000002,39.91097603189593,3451.2047893811027,0.033303876334946594
4.150000000000002,39.74508426848542,3449.091446787025,0.03344288318007714
4.200000000000003,39.57978272969866,3446.823356208013,0.03358255448875728
4.250000000000003,39.41517850504605,3444.412548367525,0.03372280072264832
4.3000000000000025,39.251364532604164,3441.869970165594,0.03386354145902844
4.350000000000002,39.08842121999731,3439.2055947764243,0.03400470442877025
4.400000000000002,38.926417903251526,3436.428521893694,0.03414622464047102
4.450000000000003,38.7654141034303,3433.5470642737414,0.034288043631543745
4.500000000000003,38.60546065293032,3430.5688261302694,0.03443010879012496
4.5500000000000025,38.44660067679077,3427.5007717707913,0.03457237276573265
4.600000000000003,38.28887048034177,3424.3492884638854,0.034714792928031424
4.650000000000003,38.132300299881635,3421.1202395747637,0.034857330916839686
4.700000000000003,37.97691500554309,3417.8190152672178,0.034999952207262534
4.750000000000003,37.82273469788714,3414.450575595078,0.035142625745872645
4.8000000000000025,37.66977524720462,3411.019489945637,0.035285323616894036
4.850000000000003,37.5180487743042,3407.529972572247,0.03542802074194303
4.900000000000003,37.367564070385036,3403.9859138563693,0.03557069461818905
4.950000000000003,37.218326977856954,3400.3909090480443,0.03571332507675805
